"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-31.2389699725267
1.57542,0,-170,-24.575837324944
1.57542,0,-160,-22.2208719714035
1.57542,0,-150,-18.4197247351282
1.57542,0,-140,-15.1363139146551
1.57542,0,-130,-13.4959090594633
1.57542,0,-120,-12.6917555915651
1.57542,0,-110,-11.9406375892984
1.57542,0,-100,-10.8459222807943
1.57542,0,-90,-9.3095173042549
1.57542,0,-80,-7.38472503723388
1.57542,0,-70,-5.23156035300239
1.57542,0,-60,-3.09719499367733
1.57542,0,-50,-1.27158928777232
1.57542,0,-40,-0.0274620262226951
1.57542,0,-30,0.438902331069364
1.57542,0,-20,0.0880437362853034
1.57542,0,-10,-0.747009931587681
1.57542,0,0,-1.13068673864979
1.57542,0,10,-0.589300734716525
1.57542,0,20,-0.00428125207338382
1.57542,0,30,-0.0809034525341198
1.57542,0,40,-0.931648021842009
1.57542,0,50,-2.45084575478811
1.57542,0,60,-4.45909703912677
1.57542,0,70,-6.71537784847541
1.57542,0,80,-8.94428207886494
1.57542,0,90,-10.9076043380079
1.57542,0,100,-12.4754765270363
1.57542,0,110,-13.657619998191
1.57542,0,120,-14.6510668563863
1.57542,0,130,-15.9246569585937
1.57542,0,140,-18.0134400528766
1.57542,0,150,-20.3344771443916
1.57542,0,160,-21.6190444425301
1.57542,0,170,-25.3603496370718
1.57542,0,180,-31.2389699725267
