"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-35.9674255333992
1.57542,0,-170,-21.3366867503487
1.57542,0,-160,-18.6948588130909
1.57542,0,-150,-18.0959873115377
1.57542,0,-140,-16.6209421793688
1.57542,0,-130,-15.4493345210847
1.57542,0,-120,-15.0830871225898
1.57542,0,-110,-14.8723291569841
1.57542,0,-100,-14.1618924146619
1.57542,0,-90,-12.7110950339953
1.57542,0,-80,-10.6324080494064
1.57542,0,-70,-8.2193906389665
1.57542,0,-60,-5.84094542134069
1.57542,0,-50,-3.87291446275241
1.57542,0,-40,-2.66708947483664
1.57542,0,-30,-2.58954660016676
1.57542,0,-20,-4.21569540693202
1.57542,0,-10,-9.19353002221242
1.57542,0,0,-32.5457500936486
1.57542,0,10,-8.50633486892817
1.57542,0,20,-3.91078385862995
1.57542,0,30,-2.40044044188781
1.57542,0,40,-2.50848617761741
1.57542,0,50,-3.70972834564868
1.57542,0,60,-5.66411905080593
1.57542,0,70,-8.03121712176621
1.57542,0,80,-10.4439442860103
1.57542,0,90,-12.5542564664037
1.57542,0,100,-14.0959565560555
1.57542,0,110,-14.9453630525642
1.57542,0,120,-15.2664835137884
1.57542,0,130,-15.6672615913212
1.57542,0,140,-16.9058717347722
1.57542,0,150,-18.8401199130041
1.57542,0,160,-20.2269851140767
1.57542,0,170,-24.0316185698374
1.57542,0,180,-35.9674255333993
