"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-34.5401413724511
1.57542,0,-170,-22.3934132800327
1.57542,0,-160,-19.3481621401485
1.57542,0,-150,-18.2615109763955
1.57542,0,-140,-16.5442608150058
1.57542,0,-130,-15.4561643117277
1.57542,0,-120,-15.1656092430274
1.57542,0,-110,-14.9114741012543
1.57542,0,-100,-14.0901688173639
1.57542,0,-90,-12.5631503825592
1.57542,0,-80,-10.4743739990396
1.57542,0,-70,-8.09218634706518
1.57542,0,-60,-5.75518741123868
1.57542,0,-50,-3.82144537956745
1.57542,0,-40,-2.63178102782456
1.57542,0,-30,-2.54067995599333
1.57542,0,-20,-4.10533890708036
1.57542,0,-10,-8.8708347075617
1.57542,0,0,-25.4815477281076
1.57542,0,10,-8.72262944694554
1.57542,0,20,-4.03868135172025
1.57542,0,30,-2.48286679042266
1.57542,0,40,-2.56785784966071
1.57542,0,50,-3.75761339670635
1.57542,0,60,-5.69813680200157
1.57542,0,70,-8.04177708679566
1.57542,0,80,-10.4246360728581
1.57542,0,90,-12.4978834769206
1.57542,0,100,-13.9791791064174
1.57542,0,110,-14.7394536832828
1.57542,0,120,-14.9827429530236
1.57542,0,130,-15.3520465979777
1.57542,0,140,-16.5428492811423
1.57542,0,150,-18.1866813889728
1.57542,0,160,-19.09182303841
1.57542,0,170,-22.1749916689559
1.57542,0,180,-34.540141372451
