"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-44.543256564948
1.57542,0,-170,-26.6467307849013
1.57542,0,-160,-24.579506668776
1.57542,0,-150,-24.8515863703085
1.57542,0,-140,-21.2209414266282
1.57542,0,-130,-18.4860960429129
1.57542,0,-120,-17.0734662718513
1.57542,0,-110,-15.9925330240948
1.57542,0,-100,-14.6528583405094
1.57542,0,-90,-12.8530572492927
1.57542,0,-80,-10.6314841169064
1.57542,0,-70,-8.19838859806018
1.57542,0,-60,-5.87285299679686
1.57542,0,-50,-4.00713775999566
1.57542,0,-40,-2.93939069587175
1.57542,0,-30,-3.01220384179753
1.57542,0,-20,-4.74496195379032
1.57542,0,-10,-9.6349185800546
1.57542,0,0,-46.3363995667166
1.57542,0,10,-9.74645057834844
1.57542,0,20,-4.80893231005457
1.57542,0,30,-3.07248677567185
1.57542,0,40,-2.99929290768514
1.57542,0,50,-4.05393917107559
1.57542,0,60,-5.89255796752019
1.57542,0,70,-8.1857001153969
1.57542,0,80,-10.590511890999
1.57542,0,90,-12.7870823310722
1.57542,0,100,-14.5412702386155
1.57542,0,110,-15.7595412388313
1.57542,0,120,-16.5841937507662
1.57542,0,130,-17.5856516609238
1.57542,0,140,-19.7166124383931
1.57542,0,150,-23.0075955323996
1.57542,0,160,-23.8710449555487
1.57542,0,170,-25.8652516983324
1.57542,0,180,-44.5432565649479
