"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.9498750539666
1.57542,0,-170,-25.9918628035545
1.57542,0,-160,-24.4724390691437
1.57542,0,-150,-23.7775210313077
1.57542,0,-140,-24.7037625673783
1.57542,0,-130,-23.454881461959
1.57542,0,-120,-20.6063513234528
1.57542,0,-110,-18.3438487876573
1.57542,0,-100,-16.6011995516512
1.57542,0,-90,-15.1533500187705
1.57542,0,-80,-14.0519735547333
1.57542,0,-70,-13.6270968174532
1.57542,0,-60,-14.6398728037015
1.57542,0,-50,-19.3981424594935
1.57542,0,-40,-22.3016170877651
1.57542,0,-30,-10.5654117212924
1.57542,0,-20,-5.15641548675949
1.57542,0,-10,-2.36772664383093
1.57542,0,0,-1.45543724724667
1.57542,0,10,-2.25771046520394
1.57542,0,20,-4.85792200778541
1.57542,0,30,-9.77672287498812
1.57542,0,40,-19.835559964306
1.57542,0,50,-24.796885873065
1.57542,0,60,-16.6932357695147
1.57542,0,70,-14.8748489112612
1.57542,0,80,-14.8522987307306
1.57542,0,90,-15.6285261185989
1.57542,0,100,-16.7994883003988
1.57542,0,110,-18.2817471794009
1.57542,0,120,-20.3525190934257
1.57542,0,130,-23.6077839045879
1.57542,0,140,-28.1036813936192
1.57542,0,150,-31.6839211538591
1.57542,0,160,-33.629703353659
1.57542,0,170,-28.4728397152679
1.57542,0,180,-25.9498750539666
