"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.4284499517715
1.57542,0,-170,-24.867959909991
1.57542,0,-160,-31.64500874423
1.57542,0,-150,-25.8119713055463
1.57542,0,-140,-20.2597573898778
1.57542,0,-130,-16.3806534223927
1.57542,0,-120,-13.7496016268794
1.57542,0,-110,-11.917828670529
1.57542,0,-100,-10.431587545642
1.57542,0,-90,-9.02385090934658
1.57542,0,-80,-7.63857913364331
1.57542,0,-70,-6.37678639189407
1.57542,0,-60,-5.42974780161192
1.57542,0,-50,-4.9966714231247
1.57542,0,-40,-5.1049771586497
1.57542,0,-30,-5.19524751165955
1.57542,0,-20,-4.27634117266522
1.57542,0,-10,-2.83292075950376
1.57542,0,0,-2.19630705859752
1.57542,0,10,-2.84248436417253
1.57542,0,20,-4.29653519252231
1.57542,0,30,-5.21833546399677
1.57542,0,40,-5.1098119342293
1.57542,0,50,-4.97417403254944
1.57542,0,60,-5.38360290262886
1.57542,0,70,-6.31588128134151
1.57542,0,80,-7.5735622473848
1.57542,0,90,-8.96477063136781
1.57542,0,100,-10.3839179973687
1.57542,0,110,-11.8711419571119
1.57542,0,120,-13.6496469202725
1.57542,0,130,-16.06782305399
1.57542,0,140,-19.3870559632551
1.57542,0,150,-24.0769032231739
1.57542,0,160,-32.2990895317972
1.57542,0,170,-25.7304550546589
1.57542,0,180,-22.4284499517715
