"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.384546085034
1.57542,0,-170,-26.2448199604698
1.57542,0,-160,-27.9869149067842
1.57542,0,-150,-29.6024416423573
1.57542,0,-140,-29.8201051555722
1.57542,0,-130,-25.1946654252165
1.57542,0,-120,-21.4658561352408
1.57542,0,-110,-19.1584353212895
1.57542,0,-100,-17.568041568101
1.57542,0,-90,-16.365221089268
1.57542,0,-80,-15.5931874589133
1.57542,0,-70,-15.640681987373
1.57542,0,-60,-17.5083051809897
1.57542,0,-50,-23.8930773209323
1.57542,0,-40,-16.9868799628174
1.57542,0,-30,-8.88084667199711
1.57542,0,-20,-4.35236672425506
1.57542,0,-10,-1.90688607773324
1.57542,0,0,-1.15092978990579
1.57542,0,10,-2.01385531516439
1.57542,0,20,-4.63346366773786
1.57542,0,30,-9.59850991499083
1.57542,0,40,-19.471085544522
1.57542,0,50,-21.6698247194391
1.57542,0,60,-15.7842014739943
1.57542,0,70,-14.4006762931048
1.57542,0,80,-14.6300802762828
1.57542,0,90,-15.6138610724018
1.57542,0,100,-17.0304414666421
1.57542,0,110,-18.8892548280163
1.57542,0,120,-21.5499056446478
1.57542,0,130,-25.3371015394469
1.57542,0,140,-26.6883216930096
1.57542,0,150,-24.4914893833922
1.57542,0,160,-24.3810897623253
1.57542,0,170,-25.4911018372466
1.57542,0,180,-25.384546085034
