"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.7637580402443
1.57542,0,-170,-25.8526680442458
1.57542,0,-160,-27.3223810224021
1.57542,0,-150,-21.6489693043253
1.57542,0,-140,-18.4360037835081
1.57542,0,-130,-15.6845362557601
1.57542,0,-120,-13.4106703603934
1.57542,0,-110,-11.6772557610582
1.57542,0,-100,-10.2094537942288
1.57542,0,-90,-8.80021976414817
1.57542,0,-80,-7.42736501799636
1.57542,0,-70,-6.21040516737961
1.57542,0,-60,-5.34528379745607
1.57542,0,-50,-5.03137117155669
1.57542,0,-40,-5.31580297927371
1.57542,0,-30,-5.68306263812791
1.57542,0,-20,-5.00996490829852
1.57542,0,-10,-3.60011966320859
1.57542,0,0,-2.91795939892691
1.57542,0,10,-3.51495642453521
1.57542,0,20,-4.83511140463703
1.57542,0,30,-5.4662444352458
1.57542,0,40,-5.11361752718653
1.57542,0,50,-4.84467397449965
1.57542,0,60,-5.16863170573864
1.57542,0,70,-6.04836310898505
1.57542,0,80,-7.29108340120455
1.57542,0,90,-8.70681755405225
1.57542,0,100,-10.1858012661143
1.57542,0,110,-11.7567596377213
1.57542,0,120,-13.6033382329059
1.57542,0,130,-15.889473370589
1.57542,0,140,-18.3260814345402
1.57542,0,150,-21.0104190387115
1.57542,0,160,-26.5395829373539
1.57542,0,170,-26.2746397195717
1.57542,0,180,-22.7637580402443
