"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.3197560978541
1.57542,0,-170,-25.8832582360486
1.57542,0,-160,-21.7325409280276
1.57542,0,-150,-20.1317736923485
1.57542,0,-140,-17.8571018166651
1.57542,0,-130,-15.818082942235
1.57542,0,-120,-14.6171998373036
1.57542,0,-110,-13.7065973180801
1.57542,0,-100,-12.5587008845469
1.57542,0,-90,-10.9690827108995
1.57542,0,-80,-8.9669236357982
1.57542,0,-70,-6.71692487011597
1.57542,0,-60,-4.46686093839209
1.57542,0,-50,-2.48468412234949
1.57542,0,-40,-1.00380255165505
1.57542,0,-30,-0.207614483960536
1.57542,0,-20,-0.215282458036135
1.57542,0,-10,-0.901995354305489
1.57542,0,0,-1.45261397949515
1.57542,0,10,-0.927478374596365
1.57542,0,20,0.0235866418230293
1.57542,0,30,0.414780966853466
1.57542,0,40,-0.0493951385791303
1.57542,0,50,-1.3058454886986
1.57542,0,60,-3.14523963514677
1.57542,0,70,-5.28551214116455
1.57542,0,80,-7.43415379695113
1.57542,0,90,-9.35528999080503
1.57542,0,100,-10.9149753214821
1.57542,0,110,-12.0865289121732
1.57542,0,120,-12.9648593588292
1.57542,0,130,-13.9159831760345
1.57542,0,140,-15.7649613424199
1.57542,0,150,-19.4537407921615
1.57542,0,160,-22.5121850617662
1.57542,0,170,-22.4145160882941
1.57542,0,180,-26.3197560978541
