"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-38.656320078639
1.57542,0,-170,-22.9104543714921
1.57542,0,-160,-19.7109241281146
1.57542,0,-150,-18.6010995097229
1.57542,0,-140,-16.6615450444216
1.57542,0,-130,-15.3676559780327
1.57542,0,-120,-14.9991252281731
1.57542,0,-110,-14.8003299539115
1.57542,0,-100,-14.0837177046289
1.57542,0,-90,-12.6137705863927
1.57542,0,-80,-10.5198504428132
1.57542,0,-70,-8.10375494542158
1.57542,0,-60,-5.73428628969191
1.57542,0,-50,-3.78212526855902
1.57542,0,-40,-2.58748028242139
1.57542,0,-30,-2.49601802256277
1.57542,0,-20,-4.04801097819769
1.57542,0,-10,-8.76303183011293
1.57542,0,0,-32.4057288096896
1.57542,0,10,-8.97491792813355
1.57542,0,20,-4.11584715089968
1.57542,0,30,-2.50738170661698
1.57542,0,40,-2.57717357721974
1.57542,0,50,-3.76940000968327
1.57542,0,60,-5.72423505956389
1.57542,0,70,-8.09722135165708
1.57542,0,80,-10.5306218955984
1.57542,0,90,-12.6778695391656
1.57542,0,100,-14.2482291541331
1.57542,0,110,-15.0856567158805
1.57542,0,120,-15.3555361998225
1.57542,0,130,-15.6854143145196
1.57542,0,140,-16.7844781589054
1.57542,0,150,-18.3307834872745
1.57542,0,160,-19.2052080406667
1.57542,0,170,-22.2608669756356
1.57542,0,180,-38.656320078639
