"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.3473188725664
1.57542,0,-170,-28.9991401301794
1.57542,0,-160,-34.4217809391518
1.57542,0,-150,-33.4527953200666
1.57542,0,-140,-29.182017609155
1.57542,0,-130,-24.1590770435613
1.57542,0,-120,-20.6568832837855
1.57542,0,-110,-18.4500490286055
1.57542,0,-100,-16.9087238476671
1.57542,0,-90,-15.7289527095361
1.57542,0,-80,-14.9547349502607
1.57542,0,-70,-14.9573780860128
1.57542,0,-60,-16.6802145515571
1.57542,0,-50,-23.4776989783638
1.57542,0,-40,-18.9031437330827
1.57542,0,-30,-9.62527681868622
1.57542,0,-20,-4.79868476437071
1.57542,0,-10,-2.20582670861183
1.57542,0,0,-1.35337643086894
1.57542,0,10,-2.15075661239185
1.57542,0,20,-4.72408734733461
1.57542,0,30,-9.63012707903599
1.57542,0,40,-19.1025382741211
1.57542,0,50,-21.1944387390465
1.57542,0,60,-15.7312917217775
1.57542,0,70,-14.3899950468362
1.57542,0,80,-14.6308135479874
1.57542,0,90,-15.6145377525391
1.57542,0,100,-17.005598582947
1.57542,0,110,-18.7934222062431
1.57542,0,120,-21.3334127128299
1.57542,0,130,-24.9746085077102
1.57542,0,140,-26.3203064422583
1.57542,0,150,-24.323270816764
1.57542,0,160,-24.9064754892021
1.57542,0,170,-27.5507800293904
1.57542,0,180,-27.3473188725664
