"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-42.9982079105015
1.57542,0,-170,-27.6955895390706
1.57542,0,-160,-25.3867960573498
1.57542,0,-150,-23.5733319235506
1.57542,0,-140,-19.517745252452
1.57542,0,-130,-17.3280250539512
1.57542,0,-120,-16.4199168501973
1.57542,0,-110,-15.6932518861056
1.57542,0,-100,-14.5198363492226
1.57542,0,-90,-12.7700528313132
1.57542,0,-80,-10.5684519267118
1.57542,0,-70,-8.15671735079118
1.57542,0,-60,-5.84511428413466
1.57542,0,-50,-3.96662066685618
1.57542,0,-40,-2.84508052435512
1.57542,0,-30,-2.81578136892097
1.57542,0,-20,-4.38316236016375
1.57542,0,-10,-8.91468166059249
1.57542,0,0,-30.6952445585788
1.57542,0,10,-10.2815637566328
1.57542,0,20,-4.99173091925187
1.57542,0,30,-3.15837482058377
1.57542,0,40,-3.07247751390608
1.57542,0,50,-4.16139979351815
1.57542,0,60,-6.05406424196404
1.57542,0,70,-8.39134428342431
1.57542,0,80,-10.8021146395099
1.57542,0,90,-12.9480875402229
1.57542,0,100,-14.5950877706992
1.57542,0,110,-15.6839971433409
1.57542,0,120,-16.4503539797616
1.57542,0,130,-17.6032684958011
1.57542,0,140,-20.3414381496699
1.57542,0,150,-25.0369827399684
1.57542,0,160,-24.8536763913253
1.57542,0,170,-25.7806114039609
1.57542,0,180,-42.9982079105014
