"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-20.8024286542581
1.57542,0,-170,-23.5553319177402
1.57542,0,-160,-26.4117444292555
1.57542,0,-150,-21.3800836713982
1.57542,0,-140,-18.14695215617
1.57542,0,-130,-15.4067461075503
1.57542,0,-120,-13.0928446864558
1.57542,0,-110,-11.3009890418281
1.57542,0,-100,-9.78604101257981
1.57542,0,-90,-8.34273859096066
1.57542,0,-80,-6.93914727416254
1.57542,0,-70,-5.68795925879162
1.57542,0,-60,-4.78652697195762
1.57542,0,-50,-4.45276612150432
1.57542,0,-40,-4.81344297728253
1.57542,0,-30,-5.56144946363388
1.57542,0,-20,-5.5214982998555
1.57542,0,-10,-4.41025975339324
1.57542,0,0,-3.81989110271993
1.57542,0,10,-4.57020845855558
1.57542,0,20,-5.96157152413422
1.57542,0,30,-6.14314800355874
1.57542,0,40,-5.27415216956276
1.57542,0,50,-4.80362055230525
1.57542,0,60,-5.10178915247474
1.57542,0,70,-6.01007738075241
1.57542,0,80,-7.27859041501637
1.57542,0,90,-8.69380002563997
1.57542,0,100,-10.1428447511124
1.57542,0,110,-11.6751036089352
1.57542,0,120,-13.5331547815252
1.57542,0,130,-15.988970375921
1.57542,0,140,-18.78483257605
1.57542,0,150,-21.6052538012138
1.57542,0,160,-25.6786133879271
1.57542,0,170,-23.3509160683945
1.57542,0,180,-20.8024286542581
