"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.4774031206385
1.57542,0,-170,-30.0291288579657
1.57542,0,-160,-33.1634014150118
1.57542,0,-150,-31.6107207151353
1.57542,0,-140,-27.6384696069016
1.57542,0,-130,-23.1543021307434
1.57542,0,-120,-19.9923543378476
1.57542,0,-110,-17.9312531228195
1.57542,0,-100,-16.432443173094
1.57542,0,-90,-15.2332561051699
1.57542,0,-80,-14.3853451777822
1.57542,0,-70,-14.2379822514687
1.57542,0,-60,-15.6321288250087
1.57542,0,-50,-21.4112841038055
1.57542,0,-40,-21.0349165471311
1.57542,0,-30,-10.2614250424694
1.57542,0,-20,-5.06628807764279
1.57542,0,-10,-2.33006190683217
1.57542,0,0,-1.44784260533967
1.57542,0,10,-2.31082173710088
1.57542,0,20,-5.0590090234152
1.57542,0,30,-10.3572237755287
1.57542,0,40,-21.078399654033
1.57542,0,50,-19.39386056816
1.57542,0,60,-14.6788393387378
1.57542,0,70,-13.5617068081339
1.57542,0,80,-13.8729094088263
1.57542,0,90,-14.8691654221399
1.57542,0,100,-16.2303288886782
1.57542,0,110,-17.9085252955669
1.57542,0,120,-20.1377393043731
1.57542,0,130,-23.1216914187359
1.57542,0,140,-25.0013311734506
1.57542,0,150,-24.3293846373831
1.57542,0,160,-25.2001796331413
1.57542,0,170,-28.0076216576611
1.57542,0,180,-28.4774031206385
