"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.3738244992734
1.57542,0,-170,-27.5855492405189
1.57542,0,-160,-32.1865291486539
1.57542,0,-150,-33.9707773888771
1.57542,0,-140,-29.2218052821252
1.57542,0,-130,-23.8652208007959
1.57542,0,-120,-20.4751578573064
1.57542,0,-110,-18.382599636991
1.57542,0,-100,-16.9048530646417
1.57542,0,-90,-15.7448448121975
1.57542,0,-80,-14.9582761959554
1.57542,0,-70,-14.9145744718212
1.57542,0,-60,-16.5069615949849
1.57542,0,-50,-22.5933870317937
1.57542,0,-40,-19.1833392140323
1.57542,0,-30,-9.86046008635509
1.57542,0,-20,-4.96444204566053
1.57542,0,-10,-2.33936050030403
1.57542,0,0,-1.48383900609606
1.57542,0,10,-2.30080209052547
1.57542,0,20,-4.92340339797393
1.57542,0,30,-9.96379898671736
1.57542,0,40,-19.7758414526459
1.57542,0,50,-19.9337538166747
1.57542,0,60,-15.084983070065
1.57542,0,70,-13.9104217505149
1.57542,0,80,-14.1904382936191
1.57542,0,90,-15.1456081886074
1.57542,0,100,-16.4579295888548
1.57542,0,110,-18.1017233799722
1.57542,0,120,-20.3256179511013
1.57542,0,130,-23.3399491753969
1.57542,0,140,-25.5664934265941
1.57542,0,150,-25.6971151314042
1.57542,0,160,-27.4208533768803
1.57542,0,170,-28.531994757959
1.57542,0,180,-26.3738244992734
