"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-45.7432829106152
1.57542,0,-170,-23.6153259057737
1.57542,0,-160,-20.1871122389304
1.57542,0,-150,-18.876441091557
1.57542,0,-140,-16.9013986956181
1.57542,0,-130,-15.6317022213078
1.57542,0,-120,-15.2598679289731
1.57542,0,-110,-15.0114185234371
1.57542,0,-100,-14.2161696260482
1.57542,0,-90,-12.6846484909903
1.57542,0,-80,-10.5690672509104
1.57542,0,-70,-8.1591116908375
1.57542,0,-60,-5.79855862997971
1.57542,0,-50,-3.84070098235291
1.57542,0,-40,-2.6252096652786
1.57542,0,-30,-2.51121187785055
1.57542,0,-20,-4.06052576779087
1.57542,0,-10,-8.83627932580327
1.57542,0,0,-29.0848365743748
1.57542,0,10,-8.72222919373851
1.57542,0,20,-3.99164275233817
1.57542,0,30,-2.4190285966794
1.57542,0,40,-2.47739408207247
1.57542,0,50,-3.633464805509
1.57542,0,60,-5.55130209519995
1.57542,0,70,-7.89827557316759
1.57542,0,80,-10.3128754302094
1.57542,0,90,-12.4383110760383
1.57542,0,100,-13.9777922794497
1.57542,0,110,-14.7801171344785
1.57542,0,120,-15.0278146345897
1.57542,0,130,-15.3650660557842
1.57542,0,140,-16.5419146179163
1.57542,0,150,-18.3957581514261
1.57542,0,160,-19.6599075148976
1.57542,0,170,-22.8173321234661
1.57542,0,180,-45.7432829106151
