"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-20.868660435805
1.57542,0,-170,-23.2700600991866
1.57542,0,-160,-26.6021559532596
1.57542,0,-150,-23.053381432726
1.57542,0,-140,-19.2912443782321
1.57542,0,-130,-15.9137889258597
1.57542,0,-120,-13.3151321339848
1.57542,0,-110,-11.4230478005263
1.57542,0,-100,-9.87647306100668
1.57542,0,-90,-8.42880297229418
1.57542,0,-80,-7.0301832709256
1.57542,0,-70,-5.78469297761654
1.57542,0,-60,-4.89283021944375
1.57542,0,-50,-4.59850670221014
1.57542,0,-40,-5.09494659480719
1.57542,0,-30,-6.15180310191824
1.57542,0,-20,-6.36371907561073
1.57542,0,-10,-5.17815123570639
1.57542,0,0,-4.55701121245933
1.57542,0,10,-5.43552266420678
1.57542,0,20,-6.87116777430891
1.57542,0,30,-6.65327506751083
1.57542,0,40,-5.44143979623229
1.57542,0,50,-4.83779914409806
1.57542,0,60,-5.07718939123387
1.57542,0,70,-5.94876758116988
1.57542,0,80,-7.1932020043704
1.57542,0,90,-8.59437096614631
1.57542,0,100,-10.0278910505027
1.57542,0,110,-11.5128123135223
1.57542,0,120,-13.2484714382857
1.57542,0,130,-15.5307200114408
1.57542,0,140,-18.4418458334951
1.57542,0,150,-21.8793904275896
1.57542,0,160,-25.2372017410817
1.57542,0,170,-22.7384137981282
1.57542,0,180,-20.868660435805
