"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-35.6477305726479
1.57542,0,-170,-36.8392241819183
1.57542,0,-160,-31.9619200186872
1.57542,0,-150,-26.941442047024
1.57542,0,-140,-23.6727251462127
1.57542,0,-130,-21.1337488156205
1.57542,0,-120,-19.1188131548954
1.57542,0,-110,-17.464519151636
1.57542,0,-100,-15.9582557327261
1.57542,0,-90,-14.4508464063577
1.57542,0,-80,-12.8541043609018
1.57542,0,-70,-11.0767362630237
1.57542,0,-60,-8.97203923958428
1.57542,0,-50,-6.42758879060763
1.57542,0,-40,-3.60196834370729
1.57542,0,-30,-0.913174444420287
1.57542,0,-20,1.24272147505469
1.57542,0,-10,2.62200952832255
1.57542,0,0,3.09950098429235
1.57542,0,10,2.62943355254361
1.57542,0,20,1.2401484927839
1.57542,0,30,-0.946441895025085
1.57542,0,40,-3.66743721479389
1.57542,0,50,-6.49349360464794
1.57542,0,60,-8.99502763562669
1.57542,0,70,-11.0440443941647
1.57542,0,80,-12.7825398888651
1.57542,0,90,-14.360484197496
1.57542,0,100,-15.8662660129608
1.57542,0,110,-17.3967651542891
1.57542,0,120,-19.1223981344362
1.57542,0,130,-21.2807772254022
1.57542,0,140,-24.0349339104796
1.57542,0,150,-27.4975876225432
1.57542,0,160,-32.7264150530962
1.57542,0,170,-37.8871878975625
1.57542,0,180,-35.6477305726479
