"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.0145695552174
1.57542,0,-170,-29.2882044113219
1.57542,0,-160,-33.0955224671081
1.57542,0,-150,-32.5359578641004
1.57542,0,-140,-28.097370797354
1.57542,0,-130,-23.3224454399378
1.57542,0,-120,-20.1914995610031
1.57542,0,-110,-18.2348921374621
1.57542,0,-100,-16.8335674624786
1.57542,0,-90,-15.7042857502324
1.57542,0,-80,-14.9054756893987
1.57542,0,-70,-14.8108031648476
1.57542,0,-60,-16.3163560224131
1.57542,0,-50,-22.119818168811
1.57542,0,-40,-18.7092210231871
1.57542,0,-30,-9.54354681034687
1.57542,0,-20,-4.67237280884343
1.57542,0,-10,-2.05318668340314
1.57542,0,0,-1.18280917676659
1.57542,0,10,-1.95815489434785
1.57542,0,20,-4.49568037164639
1.57542,0,30,-9.35038782036411
1.57542,0,40,-18.8961962493149
1.57542,0,50,-21.7043149937254
1.57542,0,60,-15.7216849285263
1.57542,0,70,-14.2662932746281
1.57542,0,80,-14.4367050630113
1.57542,0,90,-15.348963427296
1.57542,0,100,-16.6545296033758
1.57542,0,110,-18.3216328573772
1.57542,0,120,-20.6227097146571
1.57542,0,130,-23.8182978164014
1.57542,0,140,-26.0105334111244
1.57542,0,150,-25.6265362486182
1.57542,0,160,-27.0988649280926
1.57542,0,170,-29.494426603163
1.57542,0,180,-28.0145695552174
