"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-38.1445816284908
1.57542,0,-170,-22.6247066887706
1.57542,0,-160,-19.8484203076168
1.57542,0,-150,-18.8031328673681
1.57542,0,-140,-16.9386063266645
1.57542,0,-130,-15.6759503028151
1.57542,0,-120,-15.258911563968
1.57542,0,-110,-14.948911674598
1.57542,0,-100,-14.1147338328652
1.57542,0,-90,-12.5688809474097
1.57542,0,-80,-10.4418967252534
1.57542,0,-70,-8.01743362355339
1.57542,0,-60,-5.65063340460283
1.57542,0,-50,-3.70455630894224
1.57542,0,-40,-2.51415102708593
1.57542,0,-30,-2.4223657279105
1.57542,0,-20,-3.97495372876568
1.57542,0,-10,-8.71922015016433
1.57542,0,0,-31.4318643990079
1.57542,0,10,-8.77528440842906
1.57542,0,20,-3.9923448420226
1.57542,0,30,-2.41764651403002
1.57542,0,40,-2.48665744565725
1.57542,0,50,-3.64971578512872
1.57542,0,60,-5.56438902249782
1.57542,0,70,-7.89967941483229
1.57542,0,80,-10.2987481495767
1.57542,0,90,-12.4120582861629
1.57542,0,100,-13.9588713035661
1.57542,0,110,-14.8106326478865
1.57542,0,120,-15.1509692941464
1.57542,0,130,-15.602673352986
1.57542,0,140,-16.9516897721545
1.57542,0,150,-19.1946744731151
1.57542,0,160,-20.9399871923892
1.57542,0,170,-24.7046868315483
1.57542,0,180,-38.1445816284908
