"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.1191909489933
1.57542,0,-170,-24.7908370155217
1.57542,0,-160,-21.8421466482516
1.57542,0,-150,-20.5102269104007
1.57542,0,-140,-17.8740206314337
1.57542,0,-130,-15.7911897007713
1.57542,0,-120,-14.6158348901662
1.57542,0,-110,-13.6752660485242
1.57542,0,-100,-12.4797433006766
1.57542,0,-90,-10.8684811354497
1.57542,0,-80,-8.8714009295169
1.57542,0,-70,-6.6377136370572
1.57542,0,-60,-4.40394427668923
1.57542,0,-50,-2.43319424047583
1.57542,0,-40,-0.955819030383357
1.57542,0,-30,-0.1472880999806
1.57542,0,-20,-0.112659529233797
1.57542,0,-10,-0.72823372247757
1.57542,0,0,-1.24748076954727
1.57542,0,10,-0.784414661699143
1.57542,0,20,0.118100154791617
1.57542,0,30,0.508407250020925
1.57542,0,40,0.0561836955859457
1.57542,0,50,-1.19796623123375
1.57542,0,60,-3.04966635016336
1.57542,0,70,-5.21691243708867
1.57542,0,80,-7.40715334772856
1.57542,0,90,-9.37729540274935
1.57542,0,100,-10.9731201702978
1.57542,0,110,-12.1460310063069
1.57542,0,120,-13.0028186681119
1.57542,0,130,-13.9638061534962
1.57542,0,140,-15.8519847341392
1.57542,0,150,-19.3860346852892
1.57542,0,160,-22.3293506765077
1.57542,0,170,-23.4808092104828
1.57542,0,180,-28.1191909489933
