"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.6881264424948
1.57542,0,-170,-29.8033886326967
1.57542,0,-160,-30.5225684811559
1.57542,0,-150,-28.5943395072403
1.57542,0,-140,-26.4363137436173
1.57542,0,-130,-22.7994761410398
1.57542,0,-120,-19.7836927045164
1.57542,0,-110,-17.7502795685221
1.57542,0,-100,-16.2567020524117
1.57542,0,-90,-15.0468431835266
1.57542,0,-80,-14.1674270784418
1.57542,0,-70,-13.9520711238332
1.57542,0,-60,-15.1765927641895
1.57542,0,-50,-20.1632331929436
1.57542,0,-40,-21.1053224806505
1.57542,0,-30,-10.4556480677714
1.57542,0,-20,-5.17966784854139
1.57542,0,-10,-2.41006126749756
1.57542,0,0,-1.51726178927525
1.57542,0,10,-2.38970316851119
1.57542,0,20,-5.18254233342951
1.57542,0,30,-10.6043046565767
1.57542,0,40,-21.6291709141262
1.57542,0,50,-18.9684394388221
1.57542,0,60,-14.5322813481717
1.57542,0,70,-13.5117673836502
1.57542,0,80,-13.8635418564539
1.57542,0,90,-14.8682295422212
1.57542,0,100,-16.2146062006491
1.57542,0,110,-17.8780413146459
1.57542,0,120,-20.1577728079314
1.57542,0,130,-23.3826542565802
1.57542,0,140,-25.3480262768875
1.57542,0,150,-24.0635789262063
1.57542,0,160,-24.2898384919436
1.57542,0,170,-26.4125335929072
1.57542,0,180,-27.6881264424948
