"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.8827570398759
1.57542,0,-170,-22.4025024700638
1.57542,0,-160,-21.9942537689424
1.57542,0,-150,-19.1772418266673
1.57542,0,-140,-15.7781003489447
1.57542,0,-130,-14.0639642962441
1.57542,0,-120,-13.1912689642557
1.57542,0,-110,-12.3441100079558
1.57542,0,-100,-11.177465170379
1.57542,0,-90,-9.62369067258817
1.57542,0,-80,-7.71743531157214
1.57542,0,-70,-5.58587383961651
1.57542,0,-60,-3.45745249795554
1.57542,0,-50,-1.62416470086
1.57542,0,-40,-0.371866560281381
1.57542,0,-30,0.0916956366946579
1.57542,0,-20,-0.279481681471855
1.57542,0,-10,-1.15302058920174
1.57542,0,0,-1.52331626441442
1.57542,0,10,-0.818584447192525
1.57542,0,20,-0.0164667816503114
1.57542,0,30,0.0936721817641351
1.57542,0,40,-0.613539389226371
1.57542,0,50,-2.03216343392359
1.57542,0,60,-3.98030800127169
1.57542,0,70,-6.21198292340992
1.57542,0,80,-8.44583399423218
1.57542,0,90,-10.4323770443956
1.57542,0,100,-12.0187920325679
1.57542,0,110,-13.1915891365092
1.57542,0,120,-14.1507458816549
1.57542,0,130,-15.3739965720618
1.57542,0,140,-17.3152609966606
1.57542,0,150,-19.3543921058844
1.57542,0,160,-20.8745448344509
1.57542,0,170,-25.1297010635657
1.57542,0,180,-26.8827570398759
