"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-44.7119606211714
1.57542,0,-170,-26.7386017458969
1.57542,0,-160,-25.634611293483
1.57542,0,-150,-24.4818824437766
1.57542,0,-140,-19.7762171888267
1.57542,0,-130,-17.2331819413122
1.57542,0,-120,-16.1534944044751
1.57542,0,-110,-15.4017579819548
1.57542,0,-100,-14.3102257877153
1.57542,0,-90,-12.671487676134
1.57542,0,-80,-10.5606709127897
1.57542,0,-70,-8.20814515958796
1.57542,0,-60,-5.93034481344644
1.57542,0,-50,-4.0724225146519
1.57542,0,-40,-2.97410364374222
1.57542,0,-30,-2.99179690664899
1.57542,0,-20,-4.66595781783081
1.57542,0,-10,-9.49814852736222
1.57542,0,0,-27.5881163478318
1.57542,0,10,-9.43027783221574
1.57542,0,20,-4.58892082654155
1.57542,0,30,-2.90928471455154
1.57542,0,40,-2.89852485923294
1.57542,0,50,-4.02078785922074
1.57542,0,60,-5.92466877605605
1.57542,0,70,-8.26992296474192
1.57542,0,80,-10.7038715677048
1.57542,0,90,-12.9034275131475
1.57542,0,100,-14.6394511232702
1.57542,0,110,-15.8394216944608
1.57542,0,120,-16.7078900389884
1.57542,0,130,-17.920034627869
1.57542,0,140,-20.6221035301374
1.57542,0,150,-25.1579919178529
1.57542,0,160,-25.6703404169404
1.57542,0,170,-27.4503332735962
1.57542,0,180,-44.7119606211715
