"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.9819854385318
1.57542,0,-170,-28.4276825946805
1.57542,0,-160,-25.104009548691
1.57542,0,-150,-23.725082875194
1.57542,0,-140,-24.7078805142643
1.57542,0,-130,-23.8715355968188
1.57542,0,-120,-20.9221322091337
1.57542,0,-110,-18.4766356813023
1.57542,0,-100,-16.6316454399825
1.57542,0,-90,-15.1533886310995
1.57542,0,-80,-14.067461943392
1.57542,0,-70,-13.6890554134319
1.57542,0,-60,-14.7824244204355
1.57542,0,-50,-19.7212063676199
1.57542,0,-40,-21.7438691811394
1.57542,0,-30,-10.4019128915161
1.57542,0,-20,-5.07661983027013
1.57542,0,-10,-2.32463023922683
1.57542,0,0,-1.43211988649113
1.57542,0,10,-2.23817417892822
1.57542,0,20,-4.8263672431598
1.57542,0,30,-9.70097887000336
1.57542,0,40,-19.1095561470851
1.57542,0,50,-22.3211076620106
1.57542,0,60,-16.1222441561909
1.57542,0,70,-14.4748656124312
1.57542,0,80,-14.4472147470071
1.57542,0,90,-15.1414922443417
1.57542,0,100,-16.1866848187259
1.57542,0,110,-17.5214488512382
1.57542,0,120,-19.3954859905245
1.57542,0,130,-22.2604469590202
1.57542,0,140,-25.9953706448037
1.57542,0,150,-28.9038782725143
1.57542,0,160,-30.7966808527762
1.57542,0,170,-29.0012657873644
1.57542,0,180,-27.9819854385318
