"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.6674407141842
1.57542,0,-170,-27.220941651711
1.57542,0,-160,-25.520476438588
1.57542,0,-150,-24.3053522580216
1.57542,0,-140,-24.7106995090602
1.57542,0,-130,-23.0359770075956
1.57542,0,-120,-20.1342058845591
1.57542,0,-110,-17.8941098406917
1.57542,0,-100,-16.189082728614
1.57542,0,-90,-14.7753341992593
1.57542,0,-80,-13.68132946862
1.57542,0,-70,-13.2121095938226
1.57542,0,-60,-14.0650736568388
1.57542,0,-50,-18.1242059138866
1.57542,0,-40,-22.5193441159605
1.57542,0,-30,-11.0916466930508
1.57542,0,-20,-5.55625578842516
1.57542,0,-10,-2.75000494568013
1.57542,0,0,-1.88556554027276
1.57542,0,10,-2.80386212890464
1.57542,0,20,-5.64912673628759
1.57542,0,30,-11.1483979693073
1.57542,0,40,-21.1892178910557
1.57542,0,50,-17.4784999454398
1.57542,0,60,-13.7702957927501
1.57542,0,70,-12.8939216075734
1.57542,0,80,-13.2573693104273
1.57542,0,90,-14.2062922534601
1.57542,0,100,-15.4294473533959
1.57542,0,110,-16.8658258630571
1.57542,0,120,-18.7357424270475
1.57542,0,130,-21.4344967013635
1.57542,0,140,-24.799352571041
1.57542,0,150,-27.5942319411082
1.57542,0,160,-30.3491981915889
1.57542,0,170,-28.7306217597245
1.57542,0,180,-26.6674407141842
