"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-34.5595171376917
1.57542,0,-170,-32.3211571503336
1.57542,0,-160,-27.0189069522569
1.57542,0,-150,-23.675024964633
1.57542,0,-140,-21.8599688135484
1.57542,0,-130,-20.4146556322336
1.57542,0,-120,-19.0019125756524
1.57542,0,-110,-17.6465863027818
1.57542,0,-100,-16.3012810116056
1.57542,0,-90,-14.8760602715481
1.57542,0,-80,-13.2878193742457
1.57542,0,-70,-11.4275091754807
1.57542,0,-60,-9.13645128984784
1.57542,0,-50,-6.35530984819708
1.57542,0,-40,-3.3460104871496
1.57542,0,-30,-0.570256492121887
1.57542,0,-20,1.59989394931097
1.57542,0,-10,2.9600654981321
1.57542,0,0,3.41763161529488
1.57542,0,10,2.9446150770262
1.57542,0,20,1.56677665200983
1.57542,0,30,-0.620995446128766
1.57542,0,40,-3.41204266919954
1.57542,0,50,-6.44316474906952
1.57542,0,60,-9.26814641405151
1.57542,0,70,-11.6168637246915
1.57542,0,80,-13.5214407638541
1.57542,0,90,-15.1309049048645
1.57542,0,100,-16.5664271859265
1.57542,0,110,-17.9436556369543
1.57542,0,120,-19.4229979692705
1.57542,0,130,-21.1637650057332
1.57542,0,140,-23.195287334888
1.57542,0,150,-25.743720995412
1.57542,0,160,-30.0145499585135
1.57542,0,170,-35.1234196696903
1.57542,0,180,-34.5595171376917
