"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.6285513357379
1.57542,0,-170,-26.0005828250721
1.57542,0,-160,-20.8631410141491
1.57542,0,-150,-19.5504600580202
1.57542,0,-140,-17.8597109294657
1.57542,0,-130,-15.7949379260097
1.57542,0,-120,-14.3838526568616
1.57542,0,-110,-13.3356508669168
1.57542,0,-100,-12.1547284372428
1.57542,0,-90,-10.5819922572951
1.57542,0,-80,-8.59904651645599
1.57542,0,-70,-6.35974095882288
1.57542,0,-60,-4.12212998370867
1.57542,0,-50,-2.16829905832402
1.57542,0,-40,-0.738842003398983
1.57542,0,-30,-0.00764310391151581
1.57542,0,-20,-0.0646890543964587
1.57542,0,-10,-0.759961943548127
1.57542,0,0,-1.32903388664794
1.57542,0,10,-0.901117457581151
1.57542,0,20,-0.0163071913745245
1.57542,0,30,0.380308632847104
1.57542,0,40,-0.0540839186861898
1.57542,0,50,-1.28806213524036
1.57542,0,60,-3.117472158639
1.57542,0,70,-5.25411056699071
1.57542,0,80,-7.40130156298171
1.57542,0,90,-9.32773410983116
1.57542,0,100,-10.9136689853665
1.57542,0,110,-12.1494916525907
1.57542,0,120,-13.1218773345011
1.57542,0,130,-14.1360483745616
1.57542,0,140,-15.9697577776683
1.57542,0,150,-19.6656928679023
1.57542,0,160,-22.9929617828632
1.57542,0,170,-22.8396288303024
1.57542,0,180,-27.6285513357379
