"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.0184083470238
1.57542,0,-170,-26.5120106037073
1.57542,0,-160,-24.5106845491738
1.57542,0,-150,-24.1176739576959
1.57542,0,-140,-26.210200161043
1.57542,0,-130,-25.9024802597199
1.57542,0,-120,-22.3381654183773
1.57542,0,-110,-19.576220848455
1.57542,0,-100,-17.616862282946
1.57542,0,-90,-16.1432684400633
1.57542,0,-80,-15.1743729337031
1.57542,0,-70,-15.0740852260254
1.57542,0,-60,-16.8407004397276
1.57542,0,-50,-24.2626030091437
1.57542,0,-40,-17.8257634748465
1.57542,0,-30,-8.9789722244947
1.57542,0,-20,-4.36053550168938
1.57542,0,-10,-1.9180121252752
1.57542,0,0,-1.1608820664481
1.57542,0,10,-1.98213737375589
1.57542,0,20,-4.4707893267515
1.57542,0,30,-9.03953757031148
1.57542,0,40,-17.0757306063521
1.57542,0,50,-22.1920473508583
1.57542,0,60,-16.8912861060594
1.57542,0,70,-15.2636471249921
1.57542,0,80,-15.3017334753991
1.57542,0,90,-16.1143551283615
1.57542,0,100,-17.3429475056869
1.57542,0,110,-18.9584485643049
1.57542,0,120,-21.304347249855
1.57542,0,130,-25.1797466941464
1.57542,0,140,-31.1750842005703
1.57542,0,150,-33.8001022529975
1.57542,0,160,-32.5442863740427
1.57542,0,170,-28.9229388933117
1.57542,0,180,-27.0184083470238
