"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-30.7998447816325
1.57542,0,-170,-30.9519465092665
1.57542,0,-160,-27.2218712418099
1.57542,0,-150,-24.3121170127734
1.57542,0,-140,-22.9753259634008
1.57542,0,-130,-21.7949702837954
1.57542,0,-120,-20.3361931602616
1.57542,0,-110,-18.8354744314283
1.57542,0,-100,-17.3639969299841
1.57542,0,-90,-15.8564477474758
1.57542,0,-80,-14.2113242281578
1.57542,0,-70,-12.2579427297489
1.57542,0,-60,-9.76805738260846
1.57542,0,-50,-6.71417806674095
1.57542,0,-40,-3.47365582565793
1.57542,0,-30,-0.554891508941409
1.57542,0,-20,1.69229160202231
1.57542,0,-10,3.09121097568662
1.57542,0,0,3.56661034826092
1.57542,0,10,3.10100866022186
1.57542,0,20,1.72215256002288
1.57542,0,30,-0.488567600615136
1.57542,0,40,-3.35588806144314
1.57542,0,50,-6.54161142974167
1.57542,0,60,-9.55583460234197
1.57542,0,70,-12.0240633917898
1.57542,0,80,-13.9497443806335
1.57542,0,90,-15.5372752625567
1.57542,0,100,-16.9463639585429
1.57542,0,110,-18.2809474854322
1.57542,0,120,-19.6425885803644
1.57542,0,130,-21.0835885902097
1.57542,0,140,-22.5527466619252
1.57542,0,150,-24.3653629901997
1.57542,0,160,-27.4406676192395
1.57542,0,170,-30.4103804342291
1.57542,0,180,-30.7998447816325
