"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.4830635560409
1.57542,0,-170,-24.9788305543383
1.57542,0,-160,-27.7347685992859
1.57542,0,-150,-22.8667027332145
1.57542,0,-140,-19.2359287984083
1.57542,0,-130,-16.0651211559159
1.57542,0,-120,-13.5531139812687
1.57542,0,-110,-11.6850415622743
1.57542,0,-100,-10.1374488128373
1.57542,0,-90,-8.68208794085248
1.57542,0,-80,-7.28310791298674
1.57542,0,-70,-6.0559353162391
1.57542,0,-60,-5.20576014155513
1.57542,0,-50,-4.96416305017092
1.57542,0,-40,-5.45666954567089
1.57542,0,-30,-6.22341127666401
1.57542,0,-20,-5.7634456451397
1.57542,0,-10,-4.19788992660108
1.57542,0,0,-3.41029345209614
1.57542,0,10,-4.03282446730189
1.57542,0,20,-5.32019167648609
1.57542,0,30,-5.63457076713818
1.57542,0,40,-5.02010696986892
1.57542,0,50,-4.70846778829653
1.57542,0,60,-5.07865906232438
1.57542,0,70,-6.00960693428347
1.57542,0,80,-7.27583739075431
1.57542,0,90,-8.67560875056548
1.57542,0,100,-10.0946742933267
1.57542,0,110,-11.5651659960418
1.57542,0,120,-13.3026381087643
1.57542,0,130,-15.6159377632496
1.57542,0,140,-18.6089220804187
1.57542,0,150,-22.4966209929546
1.57542,0,160,-29.5228873240455
1.57542,0,170,-25.9862948251951
1.57542,0,180,-22.4830635560409
