"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-32.0700936808275
1.57542,0,-170,-32.4596757055048
1.57542,0,-160,-28.4132939278907
1.57542,0,-150,-24.7652170526597
1.57542,0,-140,-23.1621205392867
1.57542,0,-130,-22.028551106276
1.57542,0,-120,-20.73589448203
1.57542,0,-110,-19.3681727691847
1.57542,0,-100,-17.9551341158366
1.57542,0,-90,-16.4309320788109
1.57542,0,-80,-14.684184342049
1.57542,0,-70,-12.523026136928
1.57542,0,-60,-9.76272703871621
1.57542,0,-50,-6.51438515653497
1.57542,0,-40,-3.22787405261491
1.57542,0,-30,-0.361449522887553
1.57542,0,-20,1.80842699735439
1.57542,0,-10,3.1524341410929
1.57542,0,0,3.61292681428855
1.57542,0,10,3.16438273696046
1.57542,0,20,1.8056687178066
1.57542,0,30,-0.428392205608525
1.57542,0,40,-3.42343414757142
1.57542,0,50,-6.89744260861595
1.57542,0,60,-10.336096810429
1.57542,0,70,-13.1969785163153
1.57542,0,80,-15.3558592141465
1.57542,0,90,-17.0725768874792
1.57542,0,100,-18.6068766122822
1.57542,0,110,-20.114540179404
1.57542,0,120,-21.6597319411171
1.57542,0,130,-23.0150292828413
1.57542,0,140,-23.7605637627933
1.57542,0,150,-24.8013993631318
1.57542,0,160,-28.3123329350834
1.57542,0,170,-33.5193826116334
1.57542,0,180,-32.0700936808275
