"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.4803688850381
1.57542,0,-170,-25.2581684062622
1.57542,0,-160,-21.0262899203698
1.57542,0,-150,-18.7933986336046
1.57542,0,-140,-16.3924345686211
1.57542,0,-130,-14.5249961984441
1.57542,0,-120,-13.4348421971414
1.57542,0,-110,-12.5610002675983
1.57542,0,-100,-11.398067435892
1.57542,0,-90,-9.76666729442549
1.57542,0,-80,-7.73256533759396
1.57542,0,-70,-5.48959800036712
1.57542,0,-60,-3.29172384086718
1.57542,0,-50,-1.40226557595509
1.57542,0,-40,-0.0640637970345365
1.57542,0,-30,0.509245123699222
1.57542,0,-20,0.169218555465044
1.57542,0,-10,-0.947242481215178
1.57542,0,0,-1.88182948061247
1.57542,0,10,-1.53250034027848
1.57542,0,20,-0.690191764594666
1.57542,0,30,-0.410654298620572
1.57542,0,40,-0.968200885225913
1.57542,0,50,-2.28828136157812
1.57542,0,60,-4.15836275159824
1.57542,0,70,-6.30411343617184
1.57542,0,80,-8.45731914497597
1.57542,0,90,-10.4175354252053
1.57542,0,100,-12.0809188651541
1.57542,0,110,-13.4161731828046
1.57542,0,120,-14.4549832140475
1.57542,0,130,-15.526597609691
1.57542,0,140,-17.6402272806725
1.57542,0,150,-22.2417446008116
1.57542,0,160,-24.4343148717574
1.57542,0,170,-22.4213124438218
1.57542,0,180,-25.4803688850381
