"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.4484963988199
1.57542,0,-170,-24.5893633726198
1.57542,0,-160,-20.4656931153567
1.57542,0,-150,-18.972644903655
1.57542,0,-140,-17.1710920576046
1.57542,0,-130,-15.3863865663745
1.57542,0,-120,-14.2222715427549
1.57542,0,-110,-13.2747979292407
1.57542,0,-100,-12.0842514955942
1.57542,0,-90,-10.4649538698833
1.57542,0,-80,-8.44582033163952
1.57542,0,-70,-6.19325678200159
1.57542,0,-60,-3.96233491249287
1.57542,0,-50,-2.03009275156545
1.57542,0,-40,-0.634077857260661
1.57542,0,-30,0.0502697671083615
1.57542,0,-20,-0.07965179950776
1.57542,0,-10,-0.892987494186351
1.57542,0,0,-1.58229354343936
1.57542,0,10,-1.16034051753978
1.57542,0,20,-0.225188112524292
1.57542,0,30,0.202134788653241
1.57542,0,40,-0.211392057613719
1.57542,0,50,-1.41065849869726
1.57542,0,60,-3.17702614375258
1.57542,0,70,-5.22401018349933
1.57542,0,80,-7.27039903789015
1.57542,0,90,-9.10109029436931
1.57542,0,100,-10.6037307854281
1.57542,0,110,-11.7689742072194
1.57542,0,120,-12.6863773210329
1.57542,0,130,-13.6754495083799
1.57542,0,140,-15.511772937296
1.57542,0,150,-19.175728500311
1.57542,0,160,-22.6209482039506
1.57542,0,170,-22.7480818260289
1.57542,0,180,-26.4484963988199
