"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-21.1188311620295
1.57542,0,-170,-23.9393752178166
1.57542,0,-160,-31.860535964845
1.57542,0,-150,-24.4139221568625
1.57542,0,-140,-19.4184532088671
1.57542,0,-130,-16.124869974734
1.57542,0,-120,-13.7841156672621
1.57542,0,-110,-12.0467017148789
1.57542,0,-100,-10.563536234081
1.57542,0,-90,-9.14041571872428
1.57542,0,-80,-7.76444695646687
1.57542,0,-70,-6.55255674499187
1.57542,0,-60,-5.69396118295387
1.57542,0,-50,-5.37444546555464
1.57542,0,-40,-5.60042987787576
1.57542,0,-30,-5.78305712266465
1.57542,0,-20,-4.88054971118225
1.57542,0,-10,-3.3872926209972
1.57542,0,0,-2.70310438457573
1.57542,0,10,-3.32790197400974
1.57542,0,20,-4.74253574311221
1.57542,0,30,-5.52452265850164
1.57542,0,40,-5.25835367346663
1.57542,0,50,-5.02805167530475
1.57542,0,60,-5.38403564486952
1.57542,0,70,-6.29117004968935
1.57542,0,80,-7.55153485670834
1.57542,0,90,-8.97327896718844
1.57542,0,100,-10.4492353931883
1.57542,0,110,-12.0228054847732
1.57542,0,120,-13.9379403077685
1.57542,0,130,-16.5791107348964
1.57542,0,140,-20.1868096588771
1.57542,0,150,-25.1201963023257
1.57542,0,160,-31.3271173720401
1.57542,0,170,-23.8518059144934
1.57542,0,180,-21.1188311620295
