"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.9541900515584
1.57542,0,-170,-29.4766939100669
1.57542,0,-160,-34.5789071830384
1.57542,0,-150,-33.1988965716502
1.57542,0,-140,-28.2455069925729
1.57542,0,-130,-23.3953341692965
1.57542,0,-120,-20.1526433795142
1.57542,0,-110,-18.1471964669049
1.57542,0,-100,-16.7658601536337
1.57542,0,-90,-15.7030790500924
1.57542,0,-80,-15.0025458257599
1.57542,0,-70,-15.0560468070302
1.57542,0,-60,-16.8738500109856
1.57542,0,-50,-24.2114869723055
1.57542,0,-40,-18.3917390940457
1.57542,0,-30,-9.29804897440823
1.57542,0,-20,-4.53436406519736
1.57542,0,-10,-1.96886857241636
1.57542,0,0,-1.1397109633239
1.57542,0,10,-1.97962356803522
1.57542,0,20,-4.65087552993369
1.57542,0,30,-9.82920568842644
1.57542,0,40,-20.6571684123242
1.57542,0,50,-20.1978591788796
1.57542,0,60,-14.9496154351052
1.57542,0,70,-13.7954930661523
1.57542,0,80,-14.1504791673056
1.57542,0,90,-15.2121366352903
1.57542,0,100,-16.6622591799387
1.57542,0,110,-18.4857239672179
1.57542,0,120,-20.9759049106405
1.57542,0,130,-24.3687990753822
1.57542,0,140,-26.0873603154433
1.57542,0,150,-25.0639650415566
1.57542,0,160,-26.8209951992543
1.57542,0,170,-31.7273274947152
1.57542,0,180,-28.9541900515584
