"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-37.9691904463524
1.57542,0,-170,-21.9671624634185
1.57542,0,-160,-19.3466128349325
1.57542,0,-150,-18.5343582112449
1.57542,0,-140,-16.7599273503417
1.57542,0,-130,-15.527829296026
1.57542,0,-120,-15.1630867121919
1.57542,0,-110,-14.9159828276645
1.57542,0,-100,-14.1367930839395
1.57542,0,-90,-12.6401387404012
1.57542,0,-80,-10.567407899333
1.57542,0,-70,-8.19917645023069
1.57542,0,-60,-5.87705596435449
1.57542,0,-50,-3.95803881171143
1.57542,0,-40,-2.78733525736904
1.57542,0,-30,-2.72955700327526
1.57542,0,-20,-4.35653108641985
1.57542,0,-10,-9.29538182189266
1.57542,0,0,-30.4192498321108
1.57542,0,10,-8.68222266332417
1.57542,0,20,-4.07118217801258
1.57542,0,30,-2.56952896993112
1.57542,0,40,-2.6967367765976
1.57542,0,50,-3.91181292492945
1.57542,0,60,-5.86834392152496
1.57542,0,70,-8.23102658685293
1.57542,0,80,-10.6393659626209
1.57542,0,90,-12.7398563555165
1.57542,0,100,-14.2485554300532
1.57542,0,110,-15.0393497901257
1.57542,0,120,-15.3165102582647
1.57542,0,130,-15.7392376811538
1.57542,0,140,-17.1044902397923
1.57542,0,150,-19.262720315415
1.57542,0,160,-20.6486682120968
1.57542,0,170,-24.2811990403779
1.57542,0,180,-37.9691904463525
