"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-36.8470455977633
1.57542,0,-170,-26.2569591959591
1.57542,0,-160,-23.8510081795812
1.57542,0,-150,-23.1162090599283
1.57542,0,-140,-19.7851516657227
1.57542,0,-130,-17.5209331337084
1.57542,0,-120,-16.4463007338722
1.57542,0,-110,-15.6075270490769
1.57542,0,-100,-14.4075189395834
1.57542,0,-90,-12.6807843917531
1.57542,0,-80,-10.517213441737
1.57542,0,-70,-8.15546375847946
1.57542,0,-60,-5.91461358997539
1.57542,0,-50,-4.12850384059016
1.57542,0,-40,-3.1135473391567
1.57542,0,-30,-3.20279337936599
1.57542,0,-20,-4.93224299873027
1.57542,0,-10,-9.86914158463799
1.57542,0,0,-32.6216459769783
1.57542,0,10,-9.45506978093375
1.57542,0,20,-4.62649191254958
1.57542,0,30,-2.91587088638062
1.57542,0,40,-2.83391857881249
1.57542,0,50,-3.84488025452681
1.57542,0,60,-5.60574006857737
1.57542,0,70,-7.7974761586312
1.57542,0,80,-10.0982539600481
1.57542,0,90,-12.2155892440921
1.57542,0,100,-13.940988150881
1.57542,0,110,-15.199996507282
1.57542,0,120,-16.1490326040548
1.57542,0,130,-17.3830878487369
1.57542,0,140,-19.9727411472856
1.57542,0,150,-24.005590077866
1.57542,0,160,-24.0607762997826
1.57542,0,170,-25.2470797742229
1.57542,0,180,-36.8470455977634
