"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.2469336986861
1.57542,0,-170,-24.3468715158279
1.57542,0,-160,-21.4492329225674
1.57542,0,-150,-20.4765476521663
1.57542,0,-140,-18.5281246352114
1.57542,0,-130,-16.5628889588519
1.57542,0,-120,-15.2930779246059
1.57542,0,-110,-14.2622443125386
1.57542,0,-100,-13.0316842439831
1.57542,0,-90,-11.41819333021
1.57542,0,-80,-9.41552196422157
1.57542,0,-70,-7.15397852920812
1.57542,0,-60,-4.86992336598712
1.57542,0,-50,-2.83224831601066
1.57542,0,-40,-1.27242509047253
1.57542,0,-30,-0.366190337240596
1.57542,0,-20,-0.235901143596681
1.57542,0,-10,-0.811598895583625
1.57542,0,0,-1.40597802706381
1.57542,0,10,-1.02385373937417
1.57542,0,20,-0.0952781689396613
1.57542,0,30,0.356176925801312
1.57542,0,40,-0.041137297484024
1.57542,0,50,-1.24850655738257
1.57542,0,60,-3.0592282637071
1.57542,0,70,-5.18866174023905
1.57542,0,80,-7.34021619165002
1.57542,0,90,-9.26954990348787
1.57542,0,100,-10.8258377583369
1.57542,0,110,-11.9574404638061
1.57542,0,120,-12.7333046410001
1.57542,0,130,-13.4832289823361
1.57542,0,140,-14.8965460377664
1.57542,0,150,-17.5810919259024
1.57542,0,160,-20.4658886293288
1.57542,0,170,-22.3739584882011
1.57542,0,180,-26.2469336986861
