"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.9886312064931
1.57542,0,-170,-23.0306430875514
1.57542,0,-160,-22.2856682247452
1.57542,0,-150,-19.212020002841
1.57542,0,-140,-15.7420764221017
1.57542,0,-130,-13.9098200686442
1.57542,0,-120,-12.9189426980541
1.57542,0,-110,-12.0082136271478
1.57542,0,-100,-10.8185853967868
1.57542,0,-90,-9.24414618078707
1.57542,0,-80,-7.30978877109207
1.57542,0,-70,-5.15635128155186
1.57542,0,-60,-3.02451003034284
1.57542,0,-50,-1.20334914390705
1.57542,0,-40,0.0337152552168422
1.57542,0,-30,0.488351459761139
1.57542,0,-20,0.120144551169097
1.57542,0,-10,-0.733689092593224
1.57542,0,0,-1.13233936746355
1.57542,0,10,-0.60427205647914
1.57542,0,20,-0.0248162272300368
1.57542,0,30,-0.087696511702702
1.57542,0,40,-0.906970527601463
1.57542,0,50,-2.3931649805585
1.57542,0,60,-4.385722029082
1.57542,0,70,-6.65572455013222
1.57542,0,80,-8.9306052487616
1.57542,0,90,-10.9658386571533
1.57542,0,100,-12.6202260550486
1.57542,0,110,-13.8945914130977
1.57542,0,120,-14.9855413281798
1.57542,0,130,-16.35970786618
1.57542,0,140,-18.4660694433413
1.57542,0,150,-20.4968254105278
1.57542,0,160,-21.7369881108477
1.57542,0,170,-25.9760100900114
1.57542,0,180,-27.9886312064931
