"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.4612179784278
1.57542,0,-170,-24.7670969631719
1.57542,0,-160,-21.6299195210254
1.57542,0,-150,-20.0665359788699
1.57542,0,-140,-17.5661830524979
1.57542,0,-130,-15.6226970786334
1.57542,0,-120,-14.4964925775572
1.57542,0,-110,-13.5703187202154
1.57542,0,-100,-12.395492101913
1.57542,0,-90,-10.8217464978967
1.57542,0,-80,-8.86750669223018
1.57542,0,-70,-6.66284268320125
1.57542,0,-60,-4.4325892278045
1.57542,0,-50,-2.44425185376121
1.57542,0,-40,-0.940818359472426
1.57542,0,-30,-0.103855861401947
1.57542,0,-20,-0.0385161563907408
1.57542,0,-10,-0.63381697351863
1.57542,0,0,-1.16532829914783
1.57542,0,10,-0.717608667895748
1.57542,0,20,0.185760745574285
1.57542,0,30,0.566441594157187
1.57542,0,40,0.0967344480903731
1.57542,0,50,-1.17094240820819
1.57542,0,60,-3.03188013216755
1.57542,0,70,-5.20898370654876
1.57542,0,80,-7.4104931854348
1.57542,0,90,-9.38930055070807
1.57542,0,100,-10.9844002048431
1.57542,0,110,-12.1383132682324
1.57542,0,120,-12.9567478267017
1.57542,0,130,-13.8841283225854
1.57542,0,140,-15.7964299189228
1.57542,0,150,-19.576859525899
1.57542,0,160,-23.0876695373269
1.57542,0,170,-24.121026926116
1.57542,0,180,-28.4612179784278
