"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-34.6646507503569
1.57542,0,-170,-25.1616610220444
1.57542,0,-160,-23.5359001587888
1.57542,0,-150,-22.8013524812433
1.57542,0,-140,-19.5862966983532
1.57542,0,-130,-17.479478153133
1.57542,0,-120,-16.48669473099
1.57542,0,-110,-15.6722977242012
1.57542,0,-100,-14.4783680086746
1.57542,0,-90,-12.7682229040622
1.57542,0,-80,-10.6266769070045
1.57542,0,-70,-8.26468097508756
1.57542,0,-60,-5.98248710061053
1.57542,0,-50,-4.12419210896673
1.57542,0,-40,-3.03601435262641
1.57542,0,-30,-3.07292999822136
1.57542,0,-20,-4.76109786072055
1.57542,0,-10,-9.59444331745261
1.57542,0,0,-32.6152986639111
1.57542,0,10,-9.63865175203517
1.57542,0,20,-4.7142758784527
1.57542,0,30,-2.99238403940484
1.57542,0,40,-2.93966625495991
1.57542,0,50,-4.01509189459681
1.57542,0,60,-5.86662159110981
1.57542,0,70,-8.15451549816026
1.57542,0,80,-10.526057119261
1.57542,0,90,-12.6560793144921
1.57542,0,100,-14.3143690008731
1.57542,0,110,-15.4311823437055
1.57542,0,120,-16.2106236978505
1.57542,0,130,-17.316231349863
1.57542,0,140,-19.8770836905381
1.57542,0,150,-24.4319329053321
1.57542,0,160,-25.5149980811013
1.57542,0,170,-27.1280336960454
1.57542,0,180,-34.6646507503569
