"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.259962144955
1.57542,0,-170,-22.0489137219752
1.57542,0,-160,-21.5140613933269
1.57542,0,-150,-18.4636433104691
1.57542,0,-140,-15.213750557603
1.57542,0,-130,-13.5946772737397
1.57542,0,-120,-12.7516801017571
1.57542,0,-110,-11.911023224843
1.57542,0,-100,-10.7466590838588
1.57542,0,-90,-9.19116639028034
1.57542,0,-80,-7.28706999582266
1.57542,0,-70,-5.17415444579513
1.57542,0,-60,-3.08309881726241
1.57542,0,-50,-1.29611799415172
1.57542,0,-40,-0.0879177099630172
1.57542,0,-30,0.339338948690149
1.57542,0,-20,-0.0553342737679868
1.57542,0,-10,-0.939308081373226
1.57542,0,0,-1.37492198061851
1.57542,0,10,-0.850742654287587
1.57542,0,20,-0.232591958992635
1.57542,0,30,-0.242109828034791
1.57542,0,40,-1.00678270719958
1.57542,0,50,-2.44076806124763
1.57542,0,60,-4.38435069920282
1.57542,0,70,-6.61159606735207
1.57542,0,80,-8.85818156510595
1.57542,0,90,-10.8852539086802
1.57542,0,100,-12.5390613101854
1.57542,0,110,-13.7875373704052
1.57542,0,120,-14.8005803709149
1.57542,0,130,-16.0396990251123
1.57542,0,140,-17.9293095015183
1.57542,0,150,-19.7746548204491
1.57542,0,160,-21.2347488778097
1.57542,0,170,-25.7027755597389
1.57542,0,180,-26.259962144955
