"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.4632380444541
1.57542,0,-170,-29.2918932279989
1.57542,0,-160,-25.9437717801118
1.57542,0,-150,-22.7075665008886
1.57542,0,-140,-21.8246873570228
1.57542,0,-130,-21.1208530505392
1.57542,0,-120,-19.7052277499618
1.57542,0,-110,-18.1449478752624
1.57542,0,-100,-16.670092933401
1.57542,0,-90,-15.2030076096085
1.57542,0,-80,-13.6491307583916
1.57542,0,-70,-11.871244801816
1.57542,0,-60,-9.61698633204388
1.57542,0,-50,-6.73656415587493
1.57542,0,-40,-3.55280656882265
1.57542,0,-30,-0.638086075812433
1.57542,0,-20,1.60813609133231
1.57542,0,-10,3.00255542303619
1.57542,0,0,3.47206557722125
1.57542,0,10,2.99418920970065
1.57542,0,20,1.58373234722241
1.57542,0,30,-0.701826204072952
1.57542,0,40,-3.71539565497362
1.57542,0,50,-7.10472552539895
1.57542,0,60,-10.2576580507645
1.57542,0,70,-12.6841202637293
1.57542,0,80,-14.4929948518953
1.57542,0,90,-16.0550000267179
1.57542,0,100,-17.6002909305579
1.57542,0,110,-19.2674871180041
1.57542,0,120,-21.2032823209424
1.57542,0,130,-23.2448039772284
1.57542,0,140,-24.3821810031619
1.57542,0,150,-25.2075427458381
1.57542,0,160,-28.0489127234054
1.57542,0,170,-28.8722381011841
1.57542,0,180,-27.4632380444541
