"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.0486548162613
1.57542,0,-170,-24.5643814000395
1.57542,0,-160,-27.3009554384781
1.57542,0,-150,-22.9313581011841
1.57542,0,-140,-19.7993907680739
1.57542,0,-130,-16.7686730552464
1.57542,0,-120,-14.2259805166735
1.57542,0,-110,-12.3330746132334
1.57542,0,-100,-10.7781132611641
1.57542,0,-90,-9.3236566196911
1.57542,0,-80,-7.93216170208792
1.57542,0,-70,-6.7144752673174
1.57542,0,-60,-5.8460700708752
1.57542,0,-50,-5.44807112719262
1.57542,0,-40,-5.35758862419318
1.57542,0,-30,-4.86811873446231
1.57542,0,-20,-3.43085154743756
1.57542,0,-10,-1.82817657974245
1.57542,0,0,-1.07757073114928
1.57542,0,10,-1.50019129946018
1.57542,0,20,-2.75689179407944
1.57542,0,30,-3.98484394349907
1.57542,0,40,-4.58388549116682
1.57542,0,50,-4.91871128847251
1.57542,0,60,-5.50855304139989
1.57542,0,70,-6.48724805059031
1.57542,0,80,-7.7533385328596
1.57542,0,90,-9.1549542497565
1.57542,0,100,-10.5993446292479
1.57542,0,110,-12.1334952268177
1.57542,0,120,-13.9833579069756
1.57542,0,130,-16.3804473400881
1.57542,0,140,-18.972653317526
1.57542,0,150,-21.4355577086855
1.57542,0,160,-25.5277522933032
1.57542,0,170,-24.783369393831
1.57542,0,180,-22.0486548162613
