"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.0524934933997
1.57542,0,-170,-24.2514732861681
1.57542,0,-160,-26.5390525283365
1.57542,0,-150,-22.6117379664145
1.57542,0,-140,-19.2832780543132
1.57542,0,-130,-16.1234503020868
1.57542,0,-120,-13.5819673603186
1.57542,0,-110,-11.7085702532414
1.57542,0,-100,-10.1706171786249
1.57542,0,-90,-8.72714762339925
1.57542,0,-80,-7.33202613861017
1.57542,0,-70,-6.09291281872179
1.57542,0,-60,-5.20957991539638
1.57542,0,-50,-4.90218865680741
1.57542,0,-40,-5.25879020152957
1.57542,0,-30,-5.7906814735462
1.57542,0,-20,-5.22601209172079
1.57542,0,-10,-3.78013934561851
1.57542,0,0,-3.07863892545358
1.57542,0,10,-3.74222996205512
1.57542,0,20,-5.18152205332256
1.57542,0,30,-5.79664598102474
1.57542,0,40,-5.30476434155337
1.57542,0,50,-4.94808707861433
1.57542,0,60,-5.23704114800554
1.57542,0,70,-6.1002625752881
1.57542,0,80,-7.32581379091925
1.57542,0,90,-8.71469465529863
1.57542,0,100,-10.1547841375879
1.57542,0,110,-11.6847213900525
1.57542,0,120,-13.5335138510833
1.57542,0,130,-16.0043908289383
1.57542,0,140,-18.9897141932275
1.57542,0,150,-22.1453256133912
1.57542,0,160,-26.7767211601341
1.57542,0,170,-24.990916484782
1.57542,0,180,-22.0524934933997
