"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.5202422096426
1.57542,0,-170,-25.8012732016542
1.57542,0,-160,-22.3837762345598
1.57542,0,-150,-21.2212307742836
1.57542,0,-140,-18.4903746869433
1.57542,0,-130,-16.1496500465409
1.57542,0,-120,-14.7971233662891
1.57542,0,-110,-13.7698919684787
1.57542,0,-100,-12.551864019244
1.57542,0,-90,-10.9432736901804
1.57542,0,-80,-8.94498475209396
1.57542,0,-70,-6.69705010048209
1.57542,0,-60,-4.44204787869925
1.57542,0,-50,-2.45456382531791
1.57542,0,-40,-0.972101478017833
1.57542,0,-30,-0.164684361541336
1.57542,0,-20,-0.117930821875166
1.57542,0,-10,-0.68880769841167
1.57542,0,0,-1.14725156764114
1.57542,0,10,-0.665906137161129
1.57542,0,20,0.214833022109188
1.57542,0,30,0.580868541984543
1.57542,0,40,0.12437951437909
1.57542,0,50,-1.10705235094809
1.57542,0,60,-2.91872217993367
1.57542,0,70,-5.0438552127478
1.57542,0,80,-7.19812880609386
1.57542,0,90,-9.13981271513882
1.57542,0,100,-10.7195947235078
1.57542,0,110,-11.8988525768772
1.57542,0,120,-12.7780969011643
1.57542,0,130,-13.7413921863764
1.57542,0,140,-15.5828396493284
1.57542,0,150,-19.0805705982277
1.57542,0,160,-22.2332641126163
1.57542,0,170,-23.3387883842084
1.57542,0,180,-28.5202422096426
