"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.5533662066098
1.57542,0,-170,-29.8694849712562
1.57542,0,-160,-33.9369724100219
1.57542,0,-150,-30.8307637888337
1.57542,0,-140,-26.7419356765434
1.57542,0,-130,-22.3498031432361
1.57542,0,-120,-19.3171993693566
1.57542,0,-110,-17.4137184208529
1.57542,0,-100,-16.0623450564451
1.57542,0,-90,-14.9624722808455
1.57542,0,-80,-14.1440162346979
1.57542,0,-70,-13.9406792843067
1.57542,0,-60,-15.1416644763882
1.57542,0,-50,-20.1716076862701
1.57542,0,-40,-21.8467618649512
1.57542,0,-30,-10.6157740429622
1.57542,0,-20,-5.28284875308815
1.57542,0,-10,-2.50927027649246
1.57542,0,0,-1.60379748281722
1.57542,0,10,-2.41860566596059
1.57542,0,20,-5.07061312799872
1.57542,0,30,-10.195119598695
1.57542,0,40,-20.8770154096314
1.57542,0,50,-20.7855924691233
1.57542,0,60,-15.2890775766948
1.57542,0,70,-13.9972434555941
1.57542,0,80,-14.2426674155088
1.57542,0,90,-15.2099832261637
1.57542,0,100,-16.563809583592
1.57542,0,110,-18.2595569996531
1.57542,0,120,-20.5506191099358
1.57542,0,130,-23.7513289448486
1.57542,0,140,-26.3358185321354
1.57542,0,150,-26.3842067259702
1.57542,0,160,-27.9222397610664
1.57542,0,170,-29.1542934109463
1.57542,0,180,-27.5533662066098
