"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.9266339502866
1.57542,0,-170,-24.2766300334849
1.57542,0,-160,-21.0514038716502
1.57542,0,-150,-20.0702685956366
1.57542,0,-140,-18.0684357118663
1.57542,0,-130,-16.0637525912338
1.57542,0,-120,-14.7747483532178
1.57542,0,-110,-13.7251699065733
1.57542,0,-100,-12.473056808491
1.57542,0,-90,-10.8427333097789
1.57542,0,-80,-8.83671103919667
1.57542,0,-70,-6.59004678283409
1.57542,0,-60,-4.34365332751599
1.57542,0,-50,-2.37519536375174
1.57542,0,-40,-0.920473049015804
1.57542,0,-30,-0.136133938617477
1.57542,0,-20,-0.0960655597117932
1.57542,0,-10,-0.680565546700146
1.57542,0,0,-1.22843272652105
1.57542,0,10,-0.876823226646038
1.57542,0,20,-0.0299070208539539
1.57542,0,30,0.379715742981391
1.57542,0,40,-0.0191586902573861
1.57542,0,50,-1.20795629262301
1.57542,0,60,-2.99366132656962
1.57542,0,70,-5.10146619141923
1.57542,0,80,-7.24330877086504
1.57542,0,90,-9.18207582376515
1.57542,0,100,-10.7743383772343
1.57542,0,110,-11.9798008341692
1.57542,0,120,-12.8913364945846
1.57542,0,130,-13.8902709694441
1.57542,0,140,-15.7645086352172
1.57542,0,150,-19.1518408065484
1.57542,0,160,-21.663241327004
1.57542,0,170,-22.5312852156813
1.57542,0,180,-26.9266339502866
