"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.8956842507933
1.57542,0,-170,-23.857309290438
1.57542,0,-160,-22.4123473854923
1.57542,0,-150,-18.9565318166107
1.57542,0,-140,-15.6282071657301
1.57542,0,-130,-13.950067233354
1.57542,0,-120,-13.0701641632276
1.57542,0,-110,-12.2005510448184
1.57542,0,-100,-10.9982396842645
1.57542,0,-90,-9.3957371126917
1.57542,0,-80,-7.43770629288083
1.57542,0,-70,-5.26622483980923
1.57542,0,-60,-3.11856435325429
1.57542,0,-50,-1.28250895456433
1.57542,0,-40,-0.0290609250216853
1.57542,0,-30,0.453890971081493
1.57542,0,-20,0.140253473696909
1.57542,0,-10,-0.647923112546473
1.57542,0,0,-1.05349549555932
1.57542,0,10,-0.611770083185088
1.57542,0,20,-0.0921924253862959
1.57542,0,30,-0.17162274925278
1.57542,0,40,-0.988178722575076
1.57542,0,50,-2.46890247690665
1.57542,0,60,-4.45971509682771
1.57542,0,70,-6.73301339562175
1.57542,0,80,-9.01353131874429
1.57542,0,90,-11.0445215028899
1.57542,0,100,-12.659824173484
1.57542,0,110,-13.8373731023669
1.57542,0,120,-14.7810199190875
1.57542,0,130,-15.9936963638106
1.57542,0,140,-17.9516389751909
1.57542,0,150,-19.8006819732305
1.57542,0,160,-20.584666956569
1.57542,0,170,-23.6714916669149
1.57542,0,180,-27.8956842507933
