"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.3639430471683
1.57542,0,-170,-28.4797603946518
1.57542,0,-160,-25.5314148989552
1.57542,0,-150,-24.5280275508242
1.57542,0,-140,-25.6661167293868
1.57542,0,-130,-24.0486146662978
1.57542,0,-120,-20.7443928168713
1.57542,0,-110,-18.3063132044337
1.57542,0,-100,-16.5333882791555
1.57542,0,-90,-15.1352660847607
1.57542,0,-80,-14.1241762597042
1.57542,0,-70,-13.8078456670023
1.57542,0,-60,-14.9317954485546
1.57542,0,-50,-19.5155441702115
1.57542,0,-40,-19.4806260556747
1.57542,0,-30,-9.86536297114241
1.57542,0,-20,-4.77359308227673
1.57542,0,-10,-2.11124926643516
1.57542,0,0,-1.2918560301229
1.57542,0,10,-2.18678311612886
1.57542,0,20,-4.90973727380492
1.57542,0,30,-10.057647451032
1.57542,0,40,-20.5321358465221
1.57542,0,50,-21.6269459543263
1.57542,0,60,-15.8121385645449
1.57542,0,70,-14.417591819516
1.57542,0,80,-14.5705038494843
1.57542,0,90,-15.4200088485763
1.57542,0,100,-16.6103509023904
1.57542,0,110,-18.0902023157522
1.57542,0,120,-20.1580991545484
1.57542,0,130,-23.4461992128074
1.57542,0,140,-28.1377918030089
1.57542,0,150,-31.3271355791954
1.57542,0,160,-32.3690305774949
1.57542,0,170,-29.7781497653587
1.57542,0,180,-28.3639430471683
