"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-29.5750839199084
1.57542,0,-170,-25.2455930364852
1.57542,0,-160,-21.5925304919294
1.57542,0,-150,-20.4141738309915
1.57542,0,-140,-18.1911974967364
1.57542,0,-130,-16.175294219556
1.57542,0,-120,-14.9562890317517
1.57542,0,-110,-13.9624568913024
1.57542,0,-100,-12.7173145414588
1.57542,0,-90,-11.0556510090054
1.57542,0,-80,-9.00630717901257
1.57542,0,-70,-6.72330212116889
1.57542,0,-60,-4.44981876899498
1.57542,0,-50,-2.45298928733581
1.57542,0,-40,-0.962058835005404
1.57542,0,-30,-0.146601196619834
1.57542,0,-20,-0.106035558866499
1.57542,0,-10,-0.723107213425536
1.57542,0,0,-1.27403871693514
1.57542,0,10,-0.858095148791417
1.57542,0,20,0.0243298010717979
1.57542,0,30,0.421865800535572
1.57542,0,40,0.00304010124021294
1.57542,0,50,-1.19145667844389
1.57542,0,60,-2.9655901198474
1.57542,0,70,-5.05162409340059
1.57542,0,80,-7.1715520422458
1.57542,0,90,-9.0940213957116
1.57542,0,100,-10.6725782111266
1.57542,0,110,-11.8544336122426
1.57542,0,120,-12.7087956769545
1.57542,0,130,-13.5863067703276
1.57542,0,140,-15.259090458769
1.57542,0,150,-18.5129171146917
1.57542,0,160,-21.9040050660001
1.57542,0,170,-23.7174254932293
1.57542,0,180,-29.5750839199083
