"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-22.0350766347873
1.57542,0,-170,-23.8554702667807
1.57542,0,-160,-27.1184005346015
1.57542,0,-150,-23.6263274058535
1.57542,0,-140,-19.4249271388663
1.57542,0,-130,-15.9369834426985
1.57542,0,-120,-13.4126324717252
1.57542,0,-110,-11.6022257022088
1.57542,0,-100,-10.1108839653788
1.57542,0,-90,-8.70081342287046
1.57542,0,-80,-7.33281624216175
1.57542,0,-70,-6.11505571413194
1.57542,0,-60,-5.24751072414476
1.57542,0,-50,-4.96292971864197
1.57542,0,-40,-5.38698836372513
1.57542,0,-30,-6.05691788991255
1.57542,0,-20,-5.54450948094269
1.57542,0,-10,-4.01024085662235
1.57542,0,0,-3.24905847299309
1.57542,0,10,-3.90382235474731
1.57542,0,20,-5.3231830371898
1.57542,0,30,-5.81495216120147
1.57542,0,40,-5.21813237949746
1.57542,0,50,-4.85486874340477
1.57542,0,60,-5.18214380614506
1.57542,0,70,-6.08949473110184
1.57542,0,80,-7.35263037353256
1.57542,0,90,-8.77331483078053
1.57542,0,100,-10.241290831205
1.57542,0,110,-11.7894244289361
1.57542,0,120,-13.627144998215
1.57542,0,130,-16.0428077642075
1.57542,0,140,-19.072443653133
1.57542,0,150,-22.833009016002
1.57542,0,160,-29.0278939582778
1.57542,0,170,-25.4147494105609
1.57542,0,180,-22.0350766347873
