"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-47.6265452787821
1.57542,0,-170,-26.6543412948876
1.57542,0,-160,-24.5399968692105
1.57542,0,-150,-23.7900467138001
1.57542,0,-140,-20.3514329787142
1.57542,0,-130,-17.9576685371488
1.57542,0,-120,-16.6715199164024
1.57542,0,-110,-15.6096188834746
1.57542,0,-100,-14.2576997520569
1.57542,0,-90,-12.4555163169885
1.57542,0,-80,-10.2547519294693
1.57542,0,-70,-7.86426445066061
1.57542,0,-60,-5.5902121394668
1.57542,0,-50,-3.76442272131224
1.57542,0,-40,-2.7089252924789
1.57542,0,-30,-2.76449657177091
1.57542,0,-20,-4.45964783592469
1.57542,0,-10,-9.27521334556555
1.57542,0,0,-36.2852755657513
1.57542,0,10,-9.74048100819398
1.57542,0,20,-4.79436276982885
1.57542,0,30,-3.08527194514687
1.57542,0,40,-3.0232951123938
1.57542,0,50,-4.062109942646
1.57542,0,60,-5.86245395462999
1.57542,0,70,-8.10202069071485
1.57542,0,80,-10.4427485965402
1.57542,0,90,-12.5673103179598
1.57542,0,100,-14.242751049739
1.57542,0,110,-15.3838021086289
1.57542,0,120,-16.1631452133781
1.57542,0,130,-17.1769310858609
1.57542,0,140,-19.3461138948119
1.57542,0,150,-22.7157049952655
1.57542,0,160,-24.0501173608163
1.57542,0,170,-26.5780625259751
1.57542,0,180,-47.6265452787822
