"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.8824140228111
1.57542,0,-170,-28.5098341034637
1.57542,0,-160,-31.5068918067554
1.57542,0,-150,-29.8496463879198
1.57542,0,-140,-27.3308513054078
1.57542,0,-130,-23.4595590809999
1.57542,0,-120,-20.2900782481614
1.57542,0,-110,-18.1930767922024
1.57542,0,-100,-16.6956798923331
1.57542,0,-90,-15.5249358044255
1.57542,0,-80,-14.7304385857322
1.57542,0,-70,-14.6840018777728
1.57542,0,-60,-16.3066513181758
1.57542,0,-50,-22.5733164135206
1.57542,0,-40,-18.7112406876103
1.57542,0,-30,-9.539210037194
1.57542,0,-20,-4.73028816500952
1.57542,0,-10,-2.15438865852467
1.57542,0,0,-1.32609434698514
1.57542,0,10,-2.1748092659371
1.57542,0,20,-4.86334823328472
1.57542,0,30,-10.0450321831775
1.57542,0,40,-20.2141144685984
1.57542,0,50,-19.3758032718089
1.57542,0,60,-14.7377952385683
1.57542,0,70,-13.6300989589273
1.57542,0,80,-13.9332095570449
1.57542,0,90,-14.9041792202023
1.57542,0,100,-16.245637243764
1.57542,0,110,-17.9615065226925
1.57542,0,120,-20.3819828938785
1.57542,0,130,-23.8311679749672
1.57542,0,140,-25.6097760908466
1.57542,0,150,-24.1425365737654
1.57542,0,160,-24.7877115524298
1.57542,0,170,-27.1018068992652
1.57542,0,180,-26.8824140228111
