"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.301640601427
1.57542,0,-170,-28.4797096579077
1.57542,0,-160,-26.5513909543656
1.57542,0,-150,-25.3967644476462
1.57542,0,-140,-26.3381983001781
1.57542,0,-130,-24.4897672125795
1.57542,0,-120,-21.1316814812792
1.57542,0,-110,-18.6769632935694
1.57542,0,-100,-16.8694214525017
1.57542,0,-90,-15.4259236398934
1.57542,0,-80,-14.3788117851333
1.57542,0,-70,-14.0563804124624
1.57542,0,-60,-15.262340248364
1.57542,0,-50,-20.6517559997958
1.57542,0,-40,-21.3926884242599
1.57542,0,-30,-10.2813443446654
1.57542,0,-20,-5.06564305904052
1.57542,0,-10,-2.38824758590884
1.57542,0,0,-1.58561242883438
1.57542,0,10,-2.52104042214964
1.57542,0,20,-5.30877851486601
1.57542,0,30,-10.5479333645692
1.57542,0,40,-20.429908346757
1.57542,0,50,-19.4398562145345
1.57542,0,60,-14.964867117028
1.57542,0,70,-13.8161466040042
1.57542,0,80,-14.0460839037175
1.57542,0,90,-14.9199241846655
1.57542,0,100,-16.1118516294994
1.57542,0,110,-17.578186362929
1.57542,0,120,-19.6051916503498
1.57542,0,130,-22.8385400345022
1.57542,0,140,-28.0512315672167
1.57542,0,150,-35.330433037621
1.57542,0,160,-37.8416626542683
1.57542,0,170,-29.4174258081232
1.57542,0,180,-27.301640601427
