"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-26.7712328054803
1.57542,0,-170,-28.7617719216147
1.57542,0,-160,-32.418396668985
1.57542,0,-150,-32.2556307896146
1.57542,0,-140,-29.8468001418952
1.57542,0,-130,-24.6014258618871
1.57542,0,-120,-20.872414920203
1.57542,0,-110,-18.563573947167
1.57542,0,-100,-16.9595828460805
1.57542,0,-90,-15.7391789098544
1.57542,0,-80,-14.9524095268476
1.57542,0,-70,-14.9853781864417
1.57542,0,-60,-16.8342265550431
1.57542,0,-50,-24.3434680199843
1.57542,0,-40,-18.4202671163576
1.57542,0,-30,-9.32057895338683
1.57542,0,-20,-4.57178720944888
1.57542,0,-10,-2.01227822027502
1.57542,0,0,-1.16719905106945
1.57542,0,10,-1.95018650826746
1.57542,0,20,-4.48856007734788
1.57542,0,30,-9.33604740857482
1.57542,0,40,-18.7669883509798
1.57542,0,50,-21.6209158170683
1.57542,0,60,-15.7735271302111
1.57542,0,70,-14.3596900000957
1.57542,0,80,-14.5997255123119
1.57542,0,90,-15.6309193526501
1.57542,0,100,-17.1062191730291
1.57542,0,110,-18.9609251274255
1.57542,0,120,-21.3698478261557
1.57542,0,130,-24.2372815270643
1.57542,0,140,-25.1401767373352
1.57542,0,150,-24.0869264115165
1.57542,0,160,-24.9068284841641
1.57542,0,170,-26.8095607862881
1.57542,0,180,-26.7712328054803
