"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-28.8807813183702
1.57542,0,-170,-29.6064031701313
1.57542,0,-160,-25.6719546241078
1.57542,0,-150,-23.8837303939044
1.57542,0,-140,-24.2300792231268
1.57542,0,-130,-22.9028856906732
1.57542,0,-120,-20.223849908688
1.57542,0,-110,-18.0406758766009
1.57542,0,-100,-16.349930386797
1.57542,0,-90,-14.9653621291186
1.57542,0,-80,-13.9402973630255
1.57542,0,-70,-13.5856093535872
1.57542,0,-60,-14.6122794478787
1.57542,0,-50,-18.8739601301061
1.57542,0,-40,-19.7888666604854
1.57542,0,-30,-10.1128702537699
1.57542,0,-20,-4.93405266306363
1.57542,0,-10,-2.22991002831515
1.57542,0,0,-1.38629659593998
1.57542,0,10,-2.26898940126066
1.57542,0,20,-4.99447351319204
1.57542,0,30,-10.1619971334699
1.57542,0,40,-20.1316502771106
1.57542,0,50,-19.8698024835692
1.57542,0,60,-15.1226900081543
1.57542,0,70,-13.9635862326875
1.57542,0,80,-14.2439488513443
1.57542,0,90,-15.1938131374858
1.57542,0,100,-16.4776016349311
1.57542,0,110,-18.0501177100996
1.57542,0,120,-20.1912476731614
1.57542,0,130,-23.3899531176794
1.57542,0,140,-27.0550281271244
1.57542,0,150,-28.6218888544182
1.57542,0,160,-30.2570481851819
1.57542,0,170,-29.7209473741444
1.57542,0,180,-28.8807813183702
