"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-29.338834087314
1.57542,0,-170,-26.5419814860988
1.57542,0,-160,-22.2357214459836
1.57542,0,-150,-20.7190013511022
1.57542,0,-140,-18.1797455891941
1.57542,0,-130,-16.0331845158745
1.57542,0,-120,-14.7503115423194
1.57542,0,-110,-13.7215409069363
1.57542,0,-100,-12.4872483513971
1.57542,0,-90,-10.8830137740887
1.57542,0,-80,-8.91047226450125
1.57542,0,-70,-6.69127350410939
1.57542,0,-60,-4.45102682135667
1.57542,0,-50,-2.46059176248778
1.57542,0,-40,-0.965964034301097
1.57542,0,-30,-0.150050936776582
1.57542,0,-20,-0.109860233899447
1.57542,0,-10,-0.70761674821695
1.57542,0,0,-1.19231157350126
1.57542,0,10,-0.696068285193537
1.57542,0,20,0.218638352593257
1.57542,0,30,0.610902754092135
1.57542,0,40,0.171140563228993
1.57542,0,50,-1.05255864471977
1.57542,0,60,-2.86338475348191
1.57542,0,70,-4.98919268572059
1.57542,0,80,-7.14104232867864
1.57542,0,90,-9.07749603738519
1.57542,0,100,-10.652321189974
1.57542,0,110,-11.8276515568277
1.57542,0,120,-12.7025658166932
1.57542,0,130,-13.665273448897
1.57542,0,140,-15.5331353994813
1.57542,0,150,-19.1386698287376
1.57542,0,160,-22.316337555199
1.57542,0,170,-23.2452091564332
1.57542,0,180,-29.3388340873139
