"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-30.7346650037588
1.57542,0,-170,-30.7361052950651
1.57542,0,-160,-27.1799560304301
1.57542,0,-150,-24.0782046439163
1.57542,0,-140,-23.153071353228
1.57542,0,-130,-22.6522874307763
1.57542,0,-120,-21.5172254508382
1.57542,0,-110,-20.0590791857544
1.57542,0,-100,-18.5787146178573
1.57542,0,-90,-17.0602108205431
1.57542,0,-80,-15.3598216405246
1.57542,0,-70,-13.2144522523686
1.57542,0,-60,-10.3497253372761
1.57542,0,-50,-6.88351534490776
1.57542,0,-40,-3.3717443662689
1.57542,0,-30,-0.340135713422942
1.57542,0,-20,1.92688964670719
1.57542,0,-10,3.3142486510616
1.57542,0,0,3.78347550323269
1.57542,0,10,3.32932960223874
1.57542,0,20,1.96945214295759
1.57542,0,30,-0.251559585933323
1.57542,0,40,-3.23042002256033
1.57542,0,50,-6.72440899085321
1.57542,0,60,-10.2646291373252
1.57542,0,70,-13.2861924206646
1.57542,0,80,-15.5746585735859
1.57542,0,90,-17.346983630062
1.57542,0,100,-18.8548133544014
1.57542,0,110,-20.2230856556705
1.57542,0,120,-21.4829845995523
1.57542,0,130,-22.466106271663
1.57542,0,140,-22.9692868488385
1.57542,0,150,-23.9186647837347
1.57542,0,160,-27.2494660699781
1.57542,0,170,-32.0510620864309
1.57542,0,180,-30.7346650037588
