"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-33.6075192658473
1.57542,0,-170,-35.1645048001453
1.57542,0,-160,-29.7768009172074
1.57542,0,-150,-25.9460566063722
1.57542,0,-140,-24.4046420322477
1.57542,0,-130,-23.2630240040642
1.57542,0,-120,-21.8633054092015
1.57542,0,-110,-20.3765935689717
1.57542,0,-100,-18.8756641634514
1.57542,0,-90,-17.2772824391604
1.57542,0,-80,-15.4317224816045
1.57542,0,-70,-13.1281332357287
1.57542,0,-60,-10.2001821444229
1.57542,0,-50,-6.79201554873813
1.57542,0,-40,-3.36876500591085
1.57542,0,-30,-0.390310850954519
1.57542,0,-20,1.86597137058119
1.57542,0,-10,3.26959654829972
1.57542,0,0,3.76523386800286
1.57542,0,10,3.33464941785336
1.57542,0,20,1.98896241229712
1.57542,0,30,-0.219451721270857
1.57542,0,40,-3.16022327390544
1.57542,0,50,-6.56085000988985
1.57542,0,60,-9.96807794388605
1.57542,0,70,-12.8971646229834
1.57542,0,80,-15.1646475653866
1.57542,0,90,-16.9252235292285
1.57542,0,100,-18.3911276850768
1.57542,0,110,-19.6981199074049
1.57542,0,120,-20.9102272556192
1.57542,0,130,-21.9836612118907
1.57542,0,140,-22.9034349605445
1.57542,0,150,-24.3663983347596
1.57542,0,160,-27.8419378340249
1.57542,0,170,-32.7783959600371
1.57542,0,180,-33.6075192658473
