"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-27.750710754934
1.57542,0,-170,-28.9362801145286
1.57542,0,-160,-32.1718223283249
1.57542,0,-150,-32.3670246773352
1.57542,0,-140,-28.1116910414291
1.57542,0,-130,-22.8851527594605
1.57542,0,-120,-19.5724994356228
1.57542,0,-110,-17.5733969995145
1.57542,0,-100,-16.1946399115062
1.57542,0,-90,-15.105574705393
1.57542,0,-80,-14.322001691313
1.57542,0,-70,-14.1724766500339
1.57542,0,-60,-15.4620316255702
1.57542,0,-50,-20.7296678739573
1.57542,0,-40,-21.1196240249178
1.57542,0,-30,-10.3316710559205
1.57542,0,-20,-5.05148725010773
1.57542,0,-10,-2.27309112545635
1.57542,0,0,-1.36874166902772
1.57542,0,10,-2.21852490649536
1.57542,0,20,-4.96100083672692
1.57542,0,30,-10.2554612678987
1.57542,0,40,-20.8472319916748
1.57542,0,50,-19.4168550190337
1.57542,0,60,-14.7860776339379
1.57542,0,70,-13.7202587191509
1.57542,0,80,-14.0699100260269
1.57542,0,90,-15.0867321939869
1.57542,0,100,-16.4513189159544
1.57542,0,110,-18.1322217702767
1.57542,0,120,-20.4073847123692
1.57542,0,130,-23.5729525263571
1.57542,0,140,-25.6310315540218
1.57542,0,150,-24.7987260799336
1.57542,0,160,-25.6930346344851
1.57542,0,170,-28.2328899711273
1.57542,0,180,-27.750710754934
