"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-25.8999534017078
1.57542,0,-170,-24.0272685058176
1.57542,0,-160,-19.9819400013283
1.57542,0,-150,-18.0797508844935
1.57542,0,-140,-16.0109110425776
1.57542,0,-130,-14.2980264459039
1.57542,0,-120,-13.2477192326955
1.57542,0,-110,-12.3736239650061
1.57542,0,-100,-11.2147736182838
1.57542,0,-90,-9.60260016848914
1.57542,0,-80,-7.58996358832299
1.57542,0,-70,-5.36145979797115
1.57542,0,-60,-3.18019663537525
1.57542,0,-50,-1.32655661247358
1.57542,0,-40,-0.0434582085052749
1.57542,0,-30,0.485700800373552
1.57542,0,-20,0.158230243993207
1.57542,0,-10,-0.863894261114692
1.57542,0,0,-1.7026473224033
1.57542,0,10,-1.40862370507236
1.57542,0,20,-0.673112710073135
1.57542,0,30,-0.455962561601813
1.57542,0,40,-1.04014302304041
1.57542,0,50,-2.37299323013559
1.57542,0,60,-4.24986476813472
1.57542,0,70,-6.38936716849197
1.57542,0,80,-8.51462026193569
1.57542,0,90,-10.4243193558762
1.57542,0,100,-12.0135742745684
1.57542,0,110,-13.2454271154547
1.57542,0,120,-14.1652981012078
1.57542,0,130,-15.1420022358921
1.57542,0,140,-17.1654999007083
1.57542,0,150,-21.4706577997516
1.57542,0,160,-23.811664862495
1.57542,0,170,-22.5370457552914
1.57542,0,180,-25.8999534017078
