"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
1.57542,0,-180,-32.8831044023435
1.57542,0,-170,-34.9597316076271
1.57542,0,-160,-30.8726384030477
1.57542,0,-150,-26.4691954568418
1.57542,0,-140,-24.6692770782159
1.57542,0,-130,-23.3067883491675
1.57542,0,-120,-21.7489634841518
1.57542,0,-110,-20.1947286226211
1.57542,0,-100,-18.6758746993402
1.57542,0,-90,-17.1002685158734
1.57542,0,-80,-15.3169764027014
1.57542,0,-70,-13.0756297411947
1.57542,0,-60,-10.159534645338
1.57542,0,-50,-6.73140731983012
1.57542,0,-40,-3.30737016453859
1.57542,0,-30,-0.358813275039289
1.57542,0,-20,1.85188180648597
1.57542,0,-10,3.2120207753015
1.57542,0,0,3.67835345590881
1.57542,0,10,3.23692964992515
1.57542,0,20,1.89566554988535
1.57542,0,30,-0.30429582923075
1.57542,0,40,-3.24886785341208
1.57542,0,50,-6.67099197548437
1.57542,0,60,-10.087396896941
1.57542,0,70,-12.9690245315369
1.57542,0,80,-15.1584034085943
1.57542,0,90,-16.8841054660219
1.57542,0,100,-18.3915999362318
1.57542,0,110,-19.8008856028635
1.57542,0,120,-21.120582880884
1.57542,0,130,-22.1950162935291
1.57542,0,140,-22.9306210847303
1.57542,0,150,-24.2432066727891
1.57542,0,160,-28.1236765257563
1.57542,0,170,-34.3982081865962
1.57542,0,180,-32.8831044023435
